Summit Throughtput on All Tests,Bandwidth (kB/s)
ext4_navigation,15.44
ext4_navigation,7.69
ext4_navigation,11.58
ext4_navigation,7.65
ext4_navigation,15.29
ext4_navigation,7.63
ext4_navigation,15.3
ext4_navigation,7.67
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,15.44
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,7.73
ext4_navigation,15.44
ext4_navigation,7.71
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,15.46
ext4_navigation,7.73
ext4_navigation,15.44
ext4_navigation,19.28
ext4_navigation,7.73
ext4_navigation,7.72
ext4_navigation,15.45
ext4_navigation,11.59
ext4_navigation,7.7
ext4_navigation,15.46
ext4_navigation,7.73
ext4_navigation,15.45
ext4_navigation,7.72
ext4_navigation,15.43
ext4_navigation,7.72
ext4_navigation,15.44
ext4_navigation,7.73
ext4_navigation,15.45
ext4_navigation,15.44
ext4_navigation,7.73
ext4_navigation,15.44
ext4_navigation,7.73
ext4_navigation,15.44
ext4_navigation,7.68
ext4_navigation,15.46
ext4_navigation,7.72
ext4_navigation,15.44
ext4_navigation,3.86
ext4_navigation,15.44
ext4_navigation,7.73
ext4_navigation,15.47
ext4_navigation,7.73
ext4_navigation,15.42
ext4_navigation,7.73
ext4_navigation,15.43
ext4_navigation,15.45
ext4_navigation,7.72
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,11.6
ext4_navigation,7.72
ext4_navigation,15.45
ext4_navigation,7.72
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,15.42
ext4_navigation,15.46
ext4_navigation,7.72
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,15.43
ext4_navigation,7.71
ext4_navigation,15.45
ext4_navigation,7.72
ext4_navigation,11.57
ext4_navigation,7.72
ext4_navigation,19.23
ext4_navigation,7.74
ext4_navigation,15.45
ext4_navigation,7.73
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,11.58
ext4_navigation,7.72
ext4_navigation,15.46
ext4_navigation,7.72
ext4_navigation,15.39
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,7.73
ext4_navigation,15.45
ext4_navigation,15.45
ext4_navigation,7.72
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,11.57
ext4_navigation,7.72
ext4_navigation,15.46
ext4_navigation,7.72
ext4_navigation,15.45
ext4_navigation,7.72
ext4_navigation,15.44
ext4_navigation,15.38
ext4_navigation,7.69
ext4_navigation,7.69
ext4_navigation,15.44
ext4_navigation,15.45
ext4_navigation,7.72
ext4_navigation,15.43
ext4_navigation,7.72
ext4_navigation,15.37
ext4_navigation,7.69
ext4_navigation,11.53
ext4_navigation,7.72
ext4_navigation,15.41
ext4_navigation,7.69
ext4_navigation,15.37
ext4_navigation,7.72
ext4_navigation,15.44
ext4_navigation,15.4
ext4_navigation,7.65
ext4_navigation,7.66
ext4_navigation,15.46
ext4_navigation,11.47
ext4_navigation,7.65
ext4_navigation,15.3
ext4_navigation,7.62
ext4_navigation,15.28
ext4_navigation,7.65
ext4_navigation,15.46
ext4_navigation,15.45
ext4_navigation,7.66
ext4_navigation,15.32
ext4_navigation,7.65
ext4_navigation,15.38
ext4_navigation,7.66
ext4_navigation,15.39
ext4_navigation,7.69
ext4_navigation,15.41
ext4_navigation,7.71
ext4_navigation,15.42
ext4_navigation,15.38
ext4_navigation,7.73
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,7.72
ext4_navigation,15.44
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,15.45
ext4_navigation,7.73
ext4_navigation,15.43
ext4_navigation,7.72
ext4_navigation,15.43
ext4_navigation,7.72
ext4_navigation,15.45
ext4_navigation,3.84
ext4_navigation,15.44
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,15.34
ext4_navigation,7.73
ext4_navigation,15.43
ext4_navigation,7.72
ext4_navigation,15.45
ext4_navigation,7.72
ext4_navigation,15.45
ext4_navigation,7.71
ext4_navigation,15.46
ext4_navigation,15.45
ext4_navigation,7.72
ext4_navigation,7.72
ext4_navigation,19.29
ext4_navigation,15.44
ext4_navigation,7.7
ext4_navigation,15.43
ext4_navigation,7.73
ext4_navigation,15.45
ext4_navigation,7.73
ext4_navigation,11.58
ext4_navigation,7.73
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,15.45
ext4_navigation,7.72
ext4_navigation,15.44
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,15.43
ext4_navigation,7.67
ext4_navigation,15.45
ext4_navigation,7.72
ext4_navigation,15.45
ext4_navigation,7.72
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,15.44
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,15.45
ext4_navigation,7.72
ext4_navigation,11.58
ext4_navigation,7.72
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,15.39
ext4_navigation,7.72
ext4_navigation,15.38
ext4_navigation,15.45
ext4_navigation,7.72
ext4_navigation,3.86
ext4_navigation,15.45
ext4_navigation,7.73
ext4_navigation,15.45
ext4_navigation,15.45
ext4_navigation,7.73
ext4_navigation,15.45
ext4_navigation,7.73
ext4_navigation,15.35
ext4_navigation,7.73
ext4_navigation,15.44
ext4_navigation,11.58
ext4_navigation,15.42
ext4_navigation,7.73
ext4_navigation,15.47
ext4_navigation,15.46
ext4_navigation,7.73
ext4_navigation,15.46
ext4_navigation,7.72
ext4_navigation,15.43
ext4_navigation,7.72
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,15.45
ext4_navigation,7.72
ext4_navigation,15.45
ext4_navigation,11.58
ext4_navigation,7.72
ext4_navigation,7.73
ext4_navigation,15.43
ext4_navigation,15.45
ext4_navigation,7.61
ext4_navigation,15.45
ext4_navigation,7.73
ext4_navigation,15.46
ext4_navigation,7.72
ext4_navigation,15.43
ext4_navigation,7.73
ext4_navigation,15.34
ext4_navigation,7.7
ext4_navigation,15.45
ext4_navigation,7.72
ext4_navigation,15.45
ext4_navigation,15.45
ext4_navigation,7.72
ext4_navigation,15.46
ext4_navigation,3.87
ext4_navigation,15.45
ext4_navigation,7.73
ext4_navigation,15.44
ext4_navigation,15.45
ext4_navigation,7.73
ext4_navigation,15.34
ext4_navigation,3.87
ext4_navigation,15.47
ext4_navigation,7.7
ext4_navigation,15.45
ext4_navigation,7.73
ext4_navigation,15.46
ext4_navigation,7.73
ext4_navigation,15.46
ext4_navigation,7.73
ext4_navigation,15.46
ext4_navigation,7.72
ext4_navigation,15.45
sealfs_navigation,7.74
sealfs_navigation,15.35
sealfs_navigation,15.45
sealfs_navigation,7.72
sealfs_navigation,15.44
sealfs_navigation,7.72
sealfs_navigation,15.45
sealfs_navigation,7.72
sealfs_navigation,15.45
sealfs_navigation,7.73
sealfs_navigation,15.45
sealfs_navigation,15.46
sealfs_navigation,7.73
sealfs_navigation,15.45
sealfs_navigation,7.73
sealfs_navigation,15.45
sealfs_navigation,7.72
sealfs_navigation,15.44
sealfs_navigation,7.72
sealfs_navigation,15.41
sealfs_navigation,7.72
sealfs_navigation,7.67
sealfs_navigation,15.45
sealfs_navigation,11.59
sealfs_navigation,7.72
sealfs_navigation,15.43
sealfs_navigation,7.67
sealfs_navigation,15.35
sealfs_navigation,7.72
sealfs_navigation,15.44
sealfs_navigation,7.73
sealfs_navigation,15.45
sealfs_navigation,7.73
sealfs_navigation,15.37
sealfs_navigation,15.44
sealfs_navigation,7.73
sealfs_navigation,15.45
sealfs_navigation,7.73
sealfs_navigation,15.37
sealfs_navigation,7.72
sealfs_navigation,15.44
sealfs_navigation,7.72
sealfs_navigation,15.45
sealfs_navigation,7.72
sealfs_navigation,15.45
sealfs_navigation,15.45
sealfs_navigation,3.86
sealfs_navigation,15.46
sealfs_navigation,7.72
sealfs_navigation,15.44
sealfs_navigation,7.73
sealfs_navigation,15.47
sealfs_navigation,11.59
sealfs_navigation,15.4
sealfs_navigation,7.73
sealfs_navigation,11.59
sealfs_navigation,7.73
sealfs_navigation,15.45
sealfs_navigation,7.73
sealfs_navigation,15.45
sealfs_navigation,7.73
sealfs_navigation,15.38
sealfs_navigation,7.73
sealfs_navigation,15.45
sealfs_navigation,7.72
sealfs_navigation,15.45
sealfs_navigation,11.59
sealfs_navigation,15.49
sealfs_navigation,7.72
sealfs_navigation,15.45
sealfs_navigation,15.45
sealfs_navigation,7.73
sealfs_navigation,15.44
sealfs_navigation,11.59
sealfs_navigation,15.45
sealfs_navigation,7.72
sealfs_navigation,15.44
sealfs_navigation,15.44
sealfs_navigation,7.73
sealfs_navigation,7.71
sealfs_navigation,11.59
sealfs_navigation,15.45
sealfs_navigation,7.73
sealfs_navigation,15.46
sealfs_navigation,7.73
sealfs_navigation,15.46
sealfs_navigation,7.71
sealfs_navigation,15.45
sealfs_navigation,7.71
sealfs_navigation,15.43
sealfs_navigation,7.72
sealfs_navigation,15.43
sealfs_navigation,15.45
sealfs_navigation,7.72
sealfs_navigation,7.72
sealfs_navigation,11.59
sealfs_navigation,15.45
sealfs_navigation,7.67
sealfs_navigation,15.41
sealfs_navigation,7.73
sealfs_navigation,15.46
sealfs_navigation,7.73
sealfs_navigation,15.44
sealfs_navigation,15.46
sealfs_navigation,7.72
sealfs_navigation,7.7
sealfs_navigation,15.45
sealfs_navigation,7.73
sealfs_navigation,15.39
sealfs_navigation,15.46
sealfs_navigation,7.67
sealfs_navigation,11.57
sealfs_navigation,7.72
sealfs_navigation,15.45
sealfs_navigation,7.73
sealfs_navigation,15.42
sealfs_navigation,7.71
sealfs_navigation,15.36
sealfs_navigation,7.73
sealfs_navigation,15.44
sealfs_navigation,15.45
sealfs_navigation,7.72
sealfs_navigation,7.73
sealfs_navigation,15.46
sealfs_navigation,15.46
sealfs_navigation,3.86
sealfs_navigation,7.73
sealfs_navigation,15.45
sealfs_navigation,7.73
sealfs_navigation,15.45
sealfs_navigation,11.58
sealfs_navigation,15.45
sealfs_navigation,15.45
sealfs_navigation,7.72
sealfs_navigation,7.73
sealfs_navigation,15.45
sealfs_navigation,7.72
sealfs_navigation,15.45
sealfs_navigation,15.46
sealfs_navigation,7.73
sealfs_navigation,15.44
sealfs_navigation,3.86
sealfs_navigation,15.45
sealfs_navigation,7.72
sealfs_navigation,15.44
sealfs_navigation,7.72
sealfs_navigation,15.41
sealfs_navigation,7.72
sealfs_navigation,15.44
sealfs_navigation,7.72
sealfs_navigation,15.36
sealfs_navigation,7.72
sealfs_navigation,15.46
sealfs_navigation,7.72
sealfs_navigation,15.46
sealfs_navigation,7.73
sealfs_navigation,15.45
sealfs_navigation,15.44
sealfs_navigation,7.72
sealfs_navigation,15.44
sealfs_navigation,3.86
sealfs_navigation,15.45
sealfs_navigation,7.72
sealfs_navigation,15.43
sealfs_navigation,7.68
sealfs_navigation,15.45
sealfs_navigation,7.73
sealfs_navigation,15.43
sealfs_navigation,7.73
sealfs_navigation,15.44
sealfs_navigation,7.72
sealfs_navigation,15.45
sealfs_navigation,7.72
sealfs_navigation,15.44
sealfs_navigation,15.45
sealfs_navigation,7.72
sealfs_navigation,15.42
sealfs_navigation,7.71
sealfs_navigation,15.44
sealfs_navigation,11.58
sealfs_navigation,15.44
sealfs_navigation,3.86
sealfs_navigation,15.44
sealfs_navigation,7.72
sealfs_navigation,7.72
sealfs_navigation,15.44
sealfs_navigation,7.73
sealfs_navigation,15.41
sealfs_navigation,7.72
sealfs_navigation,15.46
sealfs_navigation,15.45
sealfs_navigation,7.7
sealfs_navigation,7.72
sealfs_navigation,15.44
sealfs_navigation,15.43
sealfs_navigation,7.72
sealfs_navigation,15.44
sealfs_navigation,7.72
sealfs_navigation,15.43
sealfs_navigation,7.72
sealfs_navigation,15.45
sealfs_navigation,7.74
sealfs_navigation,15.43
sealfs_navigation,15.45
sealfs_navigation,7.72
sealfs_navigation,15.43
sealfs_navigation,7.72
sealfs_navigation,15.43
sealfs_navigation,7.72
sealfs_navigation,15.44
sealfs_navigation,7.72
sealfs_navigation,15.45
sealfs_navigation,7.72
sealfs_navigation,15.45
sealfs_navigation,15.38
sealfs_navigation,7.72
sealfs_navigation,15.45
sealfs_navigation,3.86
sealfs_navigation,7.72
sealfs_navigation,15.47
sealfs_navigation,15.45
sealfs_navigation,7.73
sealfs_navigation,7.73
sealfs_navigation,15.45
sealfs_navigation,15.45
sealfs_navigation,7.73
sealfs_navigation,15.46
sealfs_navigation,7.73
sealfs_navigation,15.45
sealfs_navigation,3.86
sealfs_navigation,15.45
sealfs_navigation,7.71
sealfs_navigation,15.45
sealfs_navigation,7.73
sealfs_navigation,15.44
sealfs_navigation,15.45
sealfs_navigation,7.72
sealfs_navigation,15.46
sealfs_navigation,7.71
sealfs_navigation,15.44
sealfs_navigation,7.72
sealfs_navigation,15.45
sealfs_navigation,3.86
sealfs_navigation,15.44
sealfs_navigation,15.44
sealfs_navigation,7.72
sealfs_navigation,15.39
sealfs_navigation,7.72
sealfs_navigation,15.46
sealfs_navigation,7.73
sealfs_navigation,15.34
sealfs_navigation,11.59
sealfs_navigation,15.44
sealfs_navigation,15.44
sealfs_navigation,7.72
sealfs_navigation,3.86
sealfs_navigation,15.45
sealfs_navigation,15.41
sealfs_navigation,7.73
sealfs_navigation,15.46
sealfs_navigation,7.73
sealfs_navigation,15.47
sealfs_navigation,7.73
sealfs_navigation,15.45
sealfs_navigation,7.72
sealfs_navigation,15.44
sealfs_navigation,7.72
sealfs_navigation,15.45
sealfs_navigation,7.67
sealfs_navigation,15.38
sealfs_navigation,15.35
sealfs_navigation,7.72
sealfs_navigation,15.32
sealfs_navigation,7.73
sealfs_navigation,15.44
sealfs_navigation,7.71
sealfs_navigation,15.44
sealfs_navigation,15.44
sealfs_navigation,7.72
sealfs_navigation,7.72
sealfs_navigation,15.45
sealfs_navigation,15.44
sealfs_navigation,7.7
sealfs_navigation,15.36
sealfs_navigation,7.72
sealfs_navigation,11.58
sealfs_navigation,7.63
sealfs_navigation,15.31
sealfs_navigation,7.73
sealfs_navigation,15.44
sealfs_navigation,7.72
sealfs_navigation,15.33
sealfs_navigation,7.72
sealfs_navigation,15.44
sealfs_navigation,7.65
sealfs_navigation,15.32
sealfs_navigation,7.65
sealfs_navigation,15.32
sealfs_navigation,15.3
sealfs_navigation,11.52
sealfs_navigation,3.83
sealfs_navigation,15.45
sealfs_navigation,15.46
sealfs_navigation,7.68
sealfs_navigation,15.36
sealfs_navigation,7.66
sealfs_navigation,15.38
sealfs_navigation,7.72
sealfs_navigation,15.36
sealfs_navigation,15.38
sealfs_navigation,7.72
sealfs_navigation,3.86
sealfs_navigation,15.44
sealfs_navigation,15.44
sealfs_navigation,7.72
sealfs_navigation,15.37
sealfs_navigation,7.72
sealfs_navigation,15.45
sealfs_navigation,7.68
sealfs_navigation,15.44
sealfs_navigation,7.72
sealfs_navigation,15.38
sealfs_navigation,7.69
sealfs_navigation,15.37
sealfs_navigation,7.68
sealfs_navigation,15.45
sealfs_navigation,15.44
sealfs_navigation,7.73
sealfs_navigation,15.41
sealfs_navigation,7.71
sealfs_navigation,15.41
sealfs_navigation,7.65
