Throughput on Video Test,Bandwidth (kB/s)
summit_sealfs,10098.77
summit_sealfs,10098.4
summit_ext4,10098.31
summit_ext4,10098.29
summit_sealfs,10098.08
summit_ext4,10097.93
summit_sealfs,10097.89
summit_ext4,10097.88
summit_sealfs,10097.46
summit_sealfs,10097.46
summit_ext4,10097.37
summit_sealfs,10097.35
summit_sealfs,10097.2
summit_sealfs,10097.11
summit_sealfs,10096.89
summit_sealfs,10096.44
summit_ext4,10096.37
summit_sealfs,10096.19
summit_ext4,10095.66
summit_ext4,10095.64
summit_sealfs,10095.4
summit_ext4,10095.07
summit_sealfs,10095.07
summit_sealfs,10094.5
summit_sealfs,10094.5
summit_sealfs,10094.49
summit_sealfs,10094.45
summit_sealfs,10094.39
summit_sealfs,10094.09
summit_ext4,10094.03
summit_sealfs,10093.77
summit_sealfs,10093.72
summit_sealfs,10093.13
summit_sealfs,10093.11
summit_sealfs,10092.5
summit_sealfs,10092.4
summit_sealfs,10092.1
summit_sealfs,10091.94
summit_sealfs,10091.77
summit_sealfs,10091.4
summit_sealfs,10091
summit_sealfs,10090.74
summit_sealfs,10090.26
summit_sealfs,10089.78
summit_sealfs,10089.71
summit_sealfs,10089.67
summit_sealfs,10089.65
summit_sealfs,10089.62
summit_ext4,10089.53
summit_sealfs,10089.5
summit_sealfs,10089.46
summit_sealfs,10089.37
summit_sealfs,10089.17
summit_sealfs,10089.12
summit_sealfs,10088.98
summit_sealfs,10088.9
summit_sealfs,10088.81
summit_sealfs,10088.73
summit_sealfs,10088.67
summit_sealfs,10088.62
summit_sealfs,10087.49
summit_sealfs,10087.28
summit_sealfs,10087.27
summit_sealfs,10086.84
summit_sealfs,10086.75
summit_sealfs,10086.36
summit_sealfs,10086.09
summit_sealfs,10085.91
summit_ext4,10085.88
summit_sealfs,10085.8
summit_sealfs,10085.72
summit_sealfs,10085.43
summit_sealfs,10085.24
summit_ext4,10084.9
summit_ext4,10084.7
summit_sealfs,10084.69
summit_sealfs,10084.12
summit_ext4,10084.01
summit_sealfs,10083.92
summit_sealfs,10083.83
summit_sealfs,10082.94
summit_ext4,10082.91
summit_sealfs,10082.5
summit_sealfs,10082.14
summit_sealfs,10081.58
summit_sealfs,10081.22
summit_sealfs,10081.05
summit_ext4,10080.5
summit_ext4,10080.32
summit_sealfs,10077.63
summit_sealfs,10077.4
summit_sealfs,10076.01
summit_sealfs,10074.92
summit_sealfs,10074.78
summit_sealfs,10073.38
summit_sealfs,10072.99
summit_sealfs,10071.82
summit_sealfs,10071.72
summit_sealfs,10071.56
summit_sealfs,10070.7
summit_sealfs,10070.63
summit_sealfs,10068.94
summit_sealfs,10068.36
summit_sealfs,10067.65
summit_sealfs,10066.72
summit_ext4,10066.58
summit_sealfs,10065.19
summit_sealfs,10064.75
summit_sealfs,10064.64
summit_ext4,10064.25
summit_sealfs,10063.63
summit_sealfs,10062.37
summit_sealfs,10061.65
summit_sealfs,10060.63
summit_ext4,10060.36
summit_sealfs,10060.17
summit_sealfs,10059.86
summit_sealfs,10059.75
summit_sealfs,10059.51
summit_sealfs,10059.02
summit_sealfs,10057.78
summit_sealfs,10057.08
summit_sealfs,10056.03
summit_sealfs,10055.62
summit_sealfs,10055.58
summit_sealfs,10055.05
summit_sealfs,10054.47
summit_sealfs,10053.75
summit_ext4,10053.32
summit_sealfs,10051.22
summit_sealfs,10050.63
summit_sealfs,10049.46
summit_sealfs,10047.69
summit_sealfs,10046.75
summit_sealfs,10046.67
summit_sealfs,10046.56
summit_sealfs,10045.99
summit_sealfs,10045.71
summit_ext4,10045.66
summit_sealfs,10041.91
summit_sealfs,10038.5
summit_sealfs,10032.79
summit_sealfs,10031.35
summit_ext4,10028.83
summit_ext4,10028.56
summit_sealfs,10026.53
summit_sealfs,10022.76
summit_sealfs,10020.69
summit_sealfs,10018.99
summit_sealfs,10017.56
summit_sealfs,10005.62
summit_ext4,10003.34
summit_sealfs,10002.77
summit_ext4,10001.83
summit_sealfs,9998.66
summit_sealfs,9998.3
summit_sealfs,9994.1
summit_sealfs,9988.96
summit_sealfs,9988.8
summit_ext4,9986.17
summit_ext4,9985.03
summit_sealfs,9984.39
summit_sealfs,9979.83
summit_sealfs,9957.44
summit_sealfs,9952.69
summit_sealfs,9944.02
summit_ext4,9938.55
summit_ext4,9931
summit_sealfs,9887.32
summit_sealfs,9874.49
summit_ext4,9830.28
summit_ext4,9817.74
summit_sealfs,9767.92
summit_sealfs,9665.05
summit_sealfs,9617.68
summit_ext4,9349.55
summit_ext4,8285.18
summit_sealfs,8205.01
summit_ext4,8203.96
summit_sealfs,8090.64
summit_sealfs,8042.45
summit_ext4,7915.69
summit_ext4,7890.68
summit_ext4,7836.1
summit_sealfs,7781.77
summit_sealfs,7779.54
summit_sealfs,7778.14
summit_sealfs,7778.06
summit_sealfs,7777.86
summit_sealfs,7777.34
summit_sealfs,7777.32
summit_sealfs,7777.02
summit_sealfs,7776.89
summit_sealfs,7776.51
summit_sealfs,7776.49
summit_sealfs,7776.4
summit_sealfs,7776.39
summit_sealfs,7775.45
summit_sealfs,7774.9
summit_sealfs,7774.69
summit_sealfs,7774.33
summit_sealfs,7774.31
summit_sealfs,7773.92
summit_sealfs,7773.35
summit_sealfs,7773.29
summit_sealfs,7773.27
summit_sealfs,7772.91
summit_sealfs,7772.27
summit_sealfs,7771.9
summit_sealfs,7771.48
summit_sealfs,7771.32
summit_sealfs,7770.74
summit_sealfs,7770.19
summit_sealfs,7770.06
summit_sealfs,7769.99
summit_sealfs,7769.36
summit_sealfs,7769.25
summit_sealfs,7769.04
summit_sealfs,7768.69
summit_sealfs,7768.66
summit_sealfs,7767.77
summit_sealfs,7767.61
summit_sealfs,7767.33
summit_sealfs,7766.69
summit_sealfs,7765.69
summit_sealfs,7765.29
summit_sealfs,7765.21
summit_sealfs,7765.09
summit_sealfs,7764
summit_sealfs,7763.8
summit_sealfs,7763
summit_sealfs,7762.22
summit_sealfs,7761.32
summit_sealfs,7760.97
summit_sealfs,7759.95
summit_sealfs,7759.39
summit_sealfs,7759.27
summit_sealfs,7759.14
summit_sealfs,7759.01
summit_sealfs,7758.75
summit_sealfs,7758.68
summit_sealfs,7758.45
summit_sealfs,7757.81
summit_sealfs,7757.29
summit_sealfs,7757.28
summit_sealfs,7757.12
summit_sealfs,7756.61
summit_sealfs,7755.58
summit_sealfs,7755.54
summit_sealfs,7755.47
summit_sealfs,7755.45
summit_sealfs,7755.39
summit_sealfs,7755.39
summit_sealfs,7754.39
summit_sealfs,7754.37
summit_sealfs,7754.16
summit_sealfs,7753.91
summit_sealfs,7753.82
summit_sealfs,7753.71
summit_sealfs,7753.67
summit_sealfs,7753.39
summit_sealfs,7752.84
summit_sealfs,7752.8
summit_sealfs,7752.77
summit_sealfs,7752.71
summit_sealfs,7751.77
summit_sealfs,7751.63
summit_sealfs,7751.35
summit_sealfs,7750.86
summit_sealfs,7750.42
summit_sealfs,7750.37
summit_sealfs,7750.06
summit_sealfs,7749.9
summit_sealfs,7749.67
summit_sealfs,7749.58
summit_sealfs,7749.48
summit_sealfs,7749.42
summit_sealfs,7749.28
summit_sealfs,7748.92
summit_sealfs,7748.85
summit_sealfs,7748.46
summit_sealfs,7748.14
summit_sealfs,7748.12
summit_sealfs,7748
summit_sealfs,7747.94
summit_sealfs,7747.9
summit_sealfs,7747.32
summit_sealfs,7746.95
summit_sealfs,7746.53
summit_sealfs,7746.42
summit_ext4,7746.4
summit_sealfs,7746.2
summit_sealfs,7746.17
summit_sealfs,7745.89
summit_sealfs,7745.79
summit_sealfs,7745.74
summit_sealfs,7745.64
summit_ext4,7745.39
summit_sealfs,7744.93
summit_sealfs,7744.69
summit_sealfs,7744.43
summit_sealfs,7744.34
summit_sealfs,7744.17
summit_sealfs,7743.98
summit_sealfs,7743.85
summit_sealfs,7743.76
summit_sealfs,7743.28
summit_sealfs,7743.2
summit_sealfs,7743.03
summit_sealfs,7743.01
summit_sealfs,7742.84
summit_ext4,7742.64
summit_sealfs,7742.61
summit_sealfs,7742.29
summit_ext4,7741.56
summit_sealfs,7741.47
summit_sealfs,7741.23
summit_sealfs,7741.17
summit_sealfs,7741.13
summit_ext4,7740.94
summit_sealfs,7740.87
summit_sealfs,7740.75
summit_sealfs,7740.75
summit_sealfs,7740.3
summit_sealfs,7740.14
summit_ext4,7739.77
summit_sealfs,7739.62
summit_sealfs,7739.45
summit_sealfs,7739.16
summit_sealfs,7739.09
summit_sealfs,7739
summit_sealfs,7738.61
summit_ext4,7738.5
summit_sealfs,7738.21
summit_ext4,7738.18
summit_sealfs,7737.56
summit_sealfs,7736.68
summit_sealfs,7736.52
summit_ext4,7736.24
summit_sealfs,7736.22
summit_ext4,7736.15
summit_sealfs,7735.86
summit_sealfs,7735.66
summit_ext4,7735.61
summit_sealfs,7735.26
summit_sealfs,7735.24
summit_sealfs,7735.01
summit_ext4,7734.44
summit_sealfs,7734.41
summit_sealfs,7734.33
summit_ext4,7734.3
summit_ext4,7734.17
summit_ext4,7733.81
summit_ext4,7733.38
summit_ext4,7733.21
summit_sealfs,7732.79
summit_sealfs,7732.3
summit_ext4,7731.91
summit_ext4,7731.77
summit_ext4,7731.46
summit_ext4,7731.05
summit_ext4,7731.04
summit_ext4,7730.77
summit_sealfs,7730.53
summit_ext4,7730.48
summit_ext4,7730.05
summit_sealfs,7729.18
summit_sealfs,7729.16
summit_ext4,7727.19
summit_ext4,7727.14
summit_ext4,7727.08
summit_ext4,7726.06
summit_ext4,7725.47
summit_ext4,7725.03
summit_ext4,7724.81
summit_ext4,7723.46
summit_sealfs,7722.36
summit_ext4,7721.45
summit_ext4,7720.47
summit_ext4,7719.96
summit_ext4,7719.03
summit_ext4,7718.76
summit_ext4,7718.04
summit_ext4,7717.33
summit_sealfs,7717.15
summit_ext4,7716.85
summit_sealfs,7716.33
summit_ext4,7714.68
summit_sealfs,7714.46
summit_ext4,7714.13
summit_ext4,7714.05
summit_sealfs,7714.05
summit_ext4,7713.96
summit_sealfs,7713.87
summit_sealfs,7713.86
summit_sealfs,7713.59
summit_ext4,7713.56
summit_ext4,7712.98
summit_ext4,7712.04
summit_ext4,7711.33
summit_sealfs,7710.84
summit_sealfs,7710.43
summit_ext4,7710.04
summit_sealfs,7709.86
summit_ext4,7709.78
summit_ext4,7709.21
summit_sealfs,7709.04
summit_ext4,7709.02
summit_sealfs,7707.72
summit_ext4,7706.8
summit_ext4,7706.43
summit_ext4,7705.3
summit_sealfs,7704.77
summit_sealfs,7703.69
summit_ext4,7703.16
summit_sealfs,7702.73
summit_ext4,7701.93
summit_sealfs,7701.82
summit_sealfs,7701.52
summit_sealfs,7700.48
summit_ext4,7700.32
summit_sealfs,7699.86
summit_ext4,7698.87
summit_ext4,7698.65
summit_ext4,7698.63
summit_sealfs,7697.5
summit_ext4,7696.41
summit_ext4,7696.35
summit_ext4,7695.18
summit_ext4,7694.09
summit_sealfs,7693.78
summit_sealfs,7693.34
summit_ext4,7692.71
summit_sealfs,7691.4
summit_ext4,7691.26
summit_ext4,7690.99
summit_ext4,7690.85
summit_ext4,7690.35
summit_sealfs,7689.95
summit_ext4,7689.86
summit_ext4,7689.33
summit_ext4,7688.83
summit_ext4,7688.14
summit_ext4,7687.44
summit_ext4,7687.09
summit_sealfs,7685.85
summit_ext4,7683.6
summit_sealfs,7681.57
summit_ext4,7681.01
summit_ext4,7676.12
summit_ext4,7675.96
summit_ext4,7675.35
summit_ext4,7675.16
summit_ext4,7674.38
summit_ext4,7673.49
summit_ext4,7673.05
summit_ext4,7672.31
summit_ext4,7669.69
summit_ext4,7669.48
summit_ext4,7669.46
summit_ext4,7667.51
summit_ext4,7667.37
summit_ext4,7665.51
summit_ext4,7665.39
summit_ext4,7665.08
summit_ext4,7664.19
summit_ext4,7663.04
summit_ext4,7662.15
summit_ext4,7662.15
summit_sealfs,7661.24
summit_ext4,7661.1
summit_sealfs,7659.25
summit_ext4,7659.24
summit_ext4,7659.18
summit_ext4,7658.59
summit_ext4,7657.76
summit_ext4,7656.48
summit_ext4,7656.12
summit_ext4,7655.65
summit_ext4,7655.25
summit_ext4,7655.17
summit_ext4,7653.85
summit_ext4,7650.72
summit_ext4,7649.67
summit_sealfs,7649.43
summit_ext4,7648.45
summit_sealfs,7647.95
summit_ext4,7647.09
summit_ext4,7646.69
summit_ext4,7645.35
summit_ext4,7644.52
summit_ext4,7644.11
summit_ext4,7638.28
summit_ext4,7637.2
summit_ext4,7636.52
summit_sealfs,7634.17
summit_ext4,7634.12
summit_ext4,7633.92
summit_sealfs,7633.2
summit_ext4,7633.18
summit_ext4,7632.51
summit_ext4,7627.74
summit_ext4,7627.32
summit_ext4,7626.28
summit_ext4,7625.84
summit_ext4,7625.25
summit_ext4,7624.41
summit_ext4,7624.29
summit_ext4,7622.81
summit_ext4,7622.35
summit_ext4,7621.42
summit_ext4,7621.36
summit_ext4,7621.17
summit_sealfs,7620.28
summit_ext4,7620.18
summit_ext4,7619.7
summit_ext4,7618.81
summit_ext4,7615.84
summit_ext4,7614.86
summit_sealfs,7613.75
summit_ext4,7611.19
summit_ext4,7609.72
summit_ext4,7608.16
summit_sealfs,7607.2
summit_ext4,7606.62
summit_ext4,7602.46
summit_ext4,7601.41
summit_ext4,7601.06
summit_ext4,7599.18
summit_sealfs,7596.9
summit_sealfs,7596.43
summit_ext4,7596.42
summit_ext4,7595.12
summit_sealfs,7594.92
summit_ext4,7594.88
summit_sealfs,7594.43
summit_sealfs,7594.35
summit_sealfs,7591.94
summit_sealfs,7591.53
summit_ext4,7590.33
summit_sealfs,7589.63
summit_sealfs,7589.34
summit_sealfs,7588.77
summit_sealfs,7588.21
summit_ext4,7587.12
summit_sealfs,7586.79
summit_sealfs,7586.54
summit_ext4,7585.66
summit_sealfs,7585.25
summit_sealfs,7585.05
summit_sealfs,7585
summit_ext4,7584.16
summit_sealfs,7583.78
summit_ext4,7583.62
summit_ext4,7583.48
summit_sealfs,7582.93
summit_sealfs,7582.93
summit_sealfs,7582.7
summit_ext4,7582.66
summit_sealfs,7582.4
summit_sealfs,7582.22
summit_sealfs,7582.2
summit_sealfs,7582.14
summit_sealfs,7581.35
summit_ext4,7580.72
summit_sealfs,7580.64
summit_sealfs,7580.63
summit_sealfs,7580.49
summit_sealfs,7580.09
summit_sealfs,7580.06
summit_sealfs,7580.01
summit_sealfs,7580
summit_sealfs,7579.77
summit_sealfs,7579.3
summit_sealfs,7579.02
summit_sealfs,7577.72
summit_sealfs,7577.57
summit_sealfs,7577.27
summit_ext4,7577.18
summit_sealfs,7576.88
summit_ext4,7576
summit_sealfs,7575.54
summit_sealfs,7575.47
summit_sealfs,7575.2
summit_sealfs,7574.71
summit_sealfs,7573.6
summit_sealfs,7573.55
summit_ext4,7573.4
summit_sealfs,7573.3
summit_sealfs,7573.21
summit_sealfs,7572.72
summit_sealfs,7572.71
summit_sealfs,7572.46
summit_sealfs,7572.36
summit_sealfs,7572.2
summit_sealfs,7572.18
summit_ext4,7571.62
summit_sealfs,7571.32
summit_sealfs,7571.26
summit_ext4,7571.24
summit_sealfs,7570.63
summit_sealfs,7570.56
summit_ext4,7570.35
summit_sealfs,7569.91
summit_sealfs,7569.81
summit_sealfs,7569.72
summit_sealfs,7569.67
summit_sealfs,7569.61
summit_sealfs,7569.51
summit_sealfs,7569.43
summit_sealfs,7569.42
summit_sealfs,7569.22
summit_sealfs,7569
summit_sealfs,7568.93
summit_sealfs,7568.16
summit_sealfs,7568.1
summit_sealfs,7567.99
summit_sealfs,7567.57
summit_sealfs,7567.19
summit_sealfs,7566.38
summit_sealfs,7566.11
summit_sealfs,7565.5
summit_sealfs,7565.33
summit_sealfs,7565.33
summit_sealfs,7564.93
summit_sealfs,7564.05
summit_ext4,7563.23
summit_sealfs,7563.02
summit_sealfs,7562.69
summit_sealfs,7562.51
summit_sealfs,7562
summit_sealfs,7561.8
summit_sealfs,7560.11
summit_sealfs,7559.79
summit_sealfs,7559.38
summit_sealfs,7558.92
summit_sealfs,7558.28
summit_sealfs,7556.28
summit_sealfs,7556
summit_sealfs,7555.84
summit_sealfs,7555.71
summit_sealfs,7555.47
summit_sealfs,7554.55
summit_sealfs,7553.15
summit_sealfs,7552.16
summit_sealfs,7551.28
summit_sealfs,7550.07
summit_sealfs,7546.86
summit_sealfs,7544.65
summit_ext4,7543.31
summit_sealfs,7540.82
summit_sealfs,7539.18
summit_sealfs,7539.11
summit_ext4,7531.88
summit_sealfs,7531.8
summit_sealfs,7531.68
summit_sealfs,7530.56
summit_sealfs,7530.54
summit_sealfs,7522.96
summit_sealfs,7521.85
summit_sealfs,7521.14
summit_sealfs,7518.02
summit_sealfs,7514.25
summit_sealfs,7509.2
summit_ext4,7506.72
summit_sealfs,7499.41
summit_sealfs,7498.32
summit_sealfs,7457.93
summit_sealfs,7453.63
summit_sealfs,7446.09
summit_sealfs,7440.24
summit_sealfs,7405.4
summit_sealfs,7274.77
tiago_ext4,7680
tiago_ext4,7710.72
tiago_sealfs,7772.16
tiago_sealfs,7833.6
tiago_ext4,7884.8
tiago_ext4,7905.28
tiago_ext4,7925.76
tiago_ext4,7936
tiago_sealfs,7936
tiago_sealfs,7936
tiago_ext4,7946.24
tiago_sealfs,7976.96
tiago_sealfs,8007.68
tiago_sealfs,8017.92
tiago_sealfs,8017.92
tiago_sealfs,8028.16
tiago_sealfs,8028.16
tiago_sealfs,8222.72
tiago_sealfs,8304.64
tiago_sealfs,8304.64
tiago_sealfs,8314.88
tiago_sealfs,8325.12
tiago_sealfs,8345.6
tiago_sealfs,8345.6
tiago_sealfs,8366.08
tiago_sealfs,8376.32
tiago_sealfs,8386.56
tiago_sealfs,8386.56
tiago_sealfs,8396.8
tiago_sealfs,8407.04
tiago_ext4,8427.52
tiago_sealfs,8437.76
tiago_sealfs,8448
tiago_ext4,8488.96
tiago_ext4,8488.96
tiago_ext4,8488.96
tiago_sealfs,8488.96
tiago_ext4,8499.2
tiago_ext4,8499.2
tiago_ext4,8499.2
tiago_ext4,8499.2
tiago_sealfs,8499.2
tiago_ext4,8509.44
tiago_ext4,8509.44
tiago_ext4,8509.44
tiago_sealfs,8509.44
tiago_sealfs,8509.44
tiago_ext4,8519.68
tiago_ext4,8519.68
tiago_sealfs,8519.68
tiago_ext4,8529.92
tiago_sealfs,8529.92
tiago_sealfs,8529.92
tiago_ext4,8540.16
tiago_sealfs,8540.16
tiago_sealfs,8540.16
tiago_ext4,8550.4
tiago_ext4,8550.4
tiago_ext4,8550.4
tiago_ext4,8550.4
tiago_ext4,8550.4
tiago_sealfs,8550.4
tiago_sealfs,8550.4
tiago_sealfs,8550.4
tiago_ext4,8560.64
tiago_sealfs,8560.64
tiago_sealfs,8560.64
tiago_sealfs,8560.64
tiago_sealfs,8560.64
tiago_sealfs,8560.64
tiago_sealfs,8570.88
tiago_sealfs,8570.88
tiago_sealfs,8570.88
tiago_ext4,8581.12
tiago_sealfs,8581.12
tiago_sealfs,8581.12
tiago_sealfs,8581.12
tiago_sealfs,8591.36
tiago_sealfs,8591.36
tiago_sealfs,8591.36
tiago_ext4,8601.6
tiago_ext4,8601.6
tiago_ext4,8601.6
tiago_sealfs,8601.6
tiago_sealfs,8601.6
tiago_sealfs,8601.6
tiago_sealfs,8601.6
tiago_sealfs,8601.6
tiago_sealfs,8601.6
tiago_ext4,8611.84
tiago_sealfs,8622.08
tiago_ext4,8632.32
tiago_ext4,8632.32
tiago_ext4,8632.32
tiago_ext4,8632.32
tiago_ext4,8642.56
tiago_ext4,8642.56
tiago_sealfs,8642.56
tiago_sealfs,8642.56
tiago_sealfs,8642.56
tiago_ext4,8663.04
tiago_sealfs,8663.04
tiago_sealfs,8673.28
tiago_sealfs,8673.28
tiago_ext4,8683.52
tiago_sealfs,8683.52
tiago_sealfs,8683.52
tiago_sealfs,8693.76
tiago_sealfs,8693.76
tiago_sealfs,8693.76
tiago_sealfs,8693.76
tiago_sealfs,8704
tiago_sealfs,8714.24
tiago_sealfs,8714.24
tiago_sealfs,8714.24
tiago_sealfs,8724.48
tiago_sealfs,8724.48
tiago_sealfs,8724.48
tiago_sealfs,8734.72
tiago_sealfs,8775.68
tiago_sealfs,8796.16
tiago_sealfs,8816.64
tiago_ext4,8867.84
tiago_sealfs,8919.04
tiago_sealfs,9082.88
tiago_sealfs,9338.88
tiago_ext4,9369.6
tiago_ext4,9605.12
tiago_ext4,9635.84
tiago_ext4,9646.08
tiago_ext4,9676.8
tiago_ext4,9687.04
tiago_ext4,9687.04
tiago_ext4,9697.28
tiago_ext4,9707.52
tiago_ext4,9707.52
tiago_ext4,9707.52
tiago_sealfs,9707.52
tiago_ext4,9717.76
tiago_sealfs,9717.76
tiago_sealfs,9717.76
tiago_ext4,9728
tiago_sealfs,9728
tiago_ext4,9748.48
tiago_sealfs,9748.48
tiago_ext4,9758.72
tiago_ext4,9779.2
tiago_ext4,9799.68
tiago_sealfs,9799.68
tiago_sealfs,9799.68
tiago_sealfs,9799.68
tiago_ext4,9809.92
tiago_sealfs,9809.92
tiago_ext4,9820.16
tiago_ext4,9820.16
tiago_sealfs,9840.64
tiago_ext4,9850.88
tiago_ext4,9850.88
tiago_sealfs,9850.88
tiago_sealfs,9850.88
tiago_sealfs,9850.88
tiago_ext4,9861.12
tiago_ext4,9861.12
tiago_ext4,9861.12
tiago_sealfs,9861.12
tiago_sealfs,9861.12
tiago_sealfs,9861.12
tiago_ext4,9871.36
tiago_ext4,9871.36
tiago_ext4,9871.36
tiago_ext4,9871.36
tiago_ext4,9871.36
tiago_sealfs,9871.36
tiago_sealfs,9871.36
tiago_sealfs,9871.36
tiago_ext4,9881.6
tiago_ext4,9881.6
tiago_ext4,9881.6
tiago_ext4,9881.6
tiago_ext4,9881.6
tiago_ext4,9881.6
tiago_ext4,9881.6
tiago_ext4,9881.6
tiago_ext4,9881.6
tiago_sealfs,9881.6
tiago_sealfs,9881.6
tiago_sealfs,9881.6
tiago_sealfs,9881.6
tiago_ext4,9891.84
tiago_ext4,9891.84
tiago_ext4,9891.84
tiago_ext4,9891.84
tiago_ext4,9891.84
tiago_ext4,9891.84
tiago_ext4,9891.84
tiago_ext4,9891.84
tiago_ext4,9891.84
tiago_ext4,9891.84
tiago_sealfs,9891.84
tiago_sealfs,9891.84
tiago_sealfs,9891.84
tiago_sealfs,9891.84
tiago_sealfs,9891.84
tiago_ext4,9902.08
tiago_ext4,9902.08
tiago_ext4,9902.08
tiago_ext4,9902.08
tiago_ext4,9902.08
tiago_ext4,9902.08
tiago_ext4,9902.08
tiago_ext4,9902.08
tiago_ext4,9902.08
tiago_sealfs,9902.08
tiago_sealfs,9902.08
tiago_sealfs,9902.08
tiago_sealfs,9902.08
tiago_ext4,9912.32
tiago_ext4,9912.32
tiago_ext4,9912.32
tiago_ext4,9912.32
tiago_ext4,9912.32
tiago_sealfs,9912.32
tiago_sealfs,9912.32
tiago_sealfs,9912.32
tiago_sealfs,9912.32
tiago_sealfs,9912.32
tiago_sealfs,9912.32
tiago_ext4,9922.56
tiago_ext4,9922.56
tiago_ext4,9922.56
tiago_ext4,9922.56
tiago_ext4,9922.56
tiago_ext4,9922.56
tiago_ext4,9922.56
tiago_ext4,9922.56
tiago_ext4,9922.56
tiago_ext4,9922.56
tiago_ext4,9922.56
tiago_ext4,9922.56
tiago_ext4,9922.56
tiago_sealfs,9922.56
tiago_sealfs,9922.56
tiago_sealfs,9922.56
tiago_sealfs,9922.56
tiago_sealfs,9922.56
tiago_ext4,9932.8
tiago_ext4,9932.8
tiago_ext4,9932.8
tiago_ext4,9932.8
tiago_ext4,9932.8
tiago_ext4,9932.8
tiago_sealfs,9932.8
tiago_sealfs,9932.8
tiago_sealfs,9932.8
tiago_sealfs,9932.8
tiago_sealfs,9932.8
tiago_ext4,9943.04
tiago_ext4,9943.04
tiago_ext4,9943.04
tiago_ext4,9943.04
tiago_ext4,9943.04
tiago_ext4,9943.04
tiago_ext4,9943.04
tiago_ext4,9943.04
tiago_ext4,9943.04
tiago_ext4,9943.04
tiago_ext4,9943.04
tiago_ext4,9943.04
tiago_ext4,9943.04
tiago_ext4,9943.04
tiago_sealfs,9943.04
tiago_sealfs,9943.04
tiago_sealfs,9943.04
tiago_sealfs,9943.04
tiago_sealfs,9943.04
tiago_sealfs,9943.04
tiago_sealfs,9943.04
tiago_sealfs,9943.04
tiago_sealfs,9943.04
tiago_sealfs,9943.04
tiago_ext4,9953.28
tiago_ext4,9953.28
tiago_ext4,9953.28
tiago_ext4,9953.28
tiago_ext4,9953.28
tiago_ext4,9953.28
tiago_sealfs,9953.28
tiago_sealfs,9953.28
tiago_sealfs,9953.28
tiago_ext4,9963.52
tiago_ext4,9963.52
tiago_ext4,9963.52
tiago_ext4,9963.52
tiago_sealfs,9963.52
tiago_sealfs,9963.52
tiago_sealfs,9963.52
tiago_sealfs,9963.52
tiago_sealfs,9963.52
tiago_sealfs,9963.52
tiago_sealfs,9963.52
tiago_sealfs,9963.52
tiago_ext4,9973.76
tiago_ext4,9973.76
tiago_ext4,9973.76
tiago_ext4,9973.76
tiago_sealfs,9973.76
tiago_sealfs,9973.76
tiago_sealfs,9973.76
tiago_sealfs,9973.76
tiago_sealfs,9973.76
tiago_sealfs,9973.76
tiago_sealfs,9973.76
tiago_sealfs,9973.76
tiago_sealfs,9973.76
tiago_ext4,9984
tiago_ext4,9984
tiago_ext4,9984
tiago_ext4,9984
tiago_sealfs,9984
tiago_sealfs,9984
tiago_sealfs,9984
tiago_sealfs,9984
tiago_sealfs,9984
tiago_sealfs,9984
tiago_sealfs,9984
tiago_sealfs,9984
tiago_sealfs,9984
tiago_sealfs,9984
tiago_sealfs,9984
tiago_ext4,9994.24
tiago_ext4,9994.24
tiago_ext4,9994.24
tiago_sealfs,9994.24
tiago_sealfs,9994.24
tiago_sealfs,9994.24
tiago_sealfs,9994.24
tiago_sealfs,9994.24
tiago_sealfs,9994.24
tiago_sealfs,9994.24
tiago_sealfs,9994.24
tiago_sealfs,9994.24
tiago_sealfs,9994.24
tiago_ext4,10004.48
tiago_ext4,10004.48
tiago_ext4,10004.48
tiago_sealfs,10004.48
tiago_sealfs,10004.48
tiago_sealfs,10004.48
tiago_sealfs,10004.48
tiago_ext4,10014.72
tiago_sealfs,10014.72
tiago_sealfs,10014.72
tiago_sealfs,10014.72
tiago_sealfs,10014.72
tiago_ext4,10024.96
tiago_ext4,10024.96
tiago_ext4,10024.96
tiago_sealfs,10024.96
tiago_sealfs,10024.96
tiago_sealfs,10024.96
tiago_sealfs,10024.96
tiago_sealfs,10024.96
tiago_sealfs,10024.96
tiago_sealfs,10024.96
tiago_sealfs,10024.96
tiago_sealfs,10024.96
tiago_ext4,10035.2
tiago_sealfs,10035.2
tiago_sealfs,10035.2
tiago_ext4,10045.44
tiago_sealfs,10045.44
tiago_ext4,10055.68
tiago_sealfs,10055.68
tiago_sealfs,10055.68
tiago_sealfs,10065.92
tiago_sealfs,10065.92
tiago_sealfs,10065.92
tiago_sealfs,10065.92
tiago_sealfs,10065.92
tiago_sealfs,10065.92
tiago_sealfs,10076.16
tiago_sealfs,10086.4
tiago_sealfs,10086.4
tiago_ext4,10096.64
tiago_sealfs,10096.64
tiago_sealfs,10096.64
tiago_ext4,10106.88
tiago_ext4,10106.88
tiago_sealfs,10106.88
tiago_ext4,10117.12
tiago_sealfs,10117.12
tiago_sealfs,10117.12
tiago_ext4,10127.36
tiago_ext4,10127.36
tiago_ext4,10127.36
tiago_sealfs,10127.36
tiago_sealfs,10127.36
tiago_sealfs,10127.36
tiago_sealfs,10127.36
tiago_ext4,10147.84
tiago_ext4,10147.84
tiago_ext4,10158.08
tiago_ext4,10158.08
tiago_sealfs,10158.08
tiago_sealfs,10158.08
tiago_sealfs,10158.08
