Throughput in Audio Test,bandwidth (kB/s)
summit_sealfs,115.68
summit_sealfs,127.29
summit_sealfs,119.94
summit_sealfs,123.67
summit_sealfs,111.72
summit_sealfs,119.85
summit_sealfs,131.42
summit_sealfs,112.13
summit_sealfs,119.81
summit_sealfs,123.66
summit_sealfs,112.19
summit_sealfs,131.59
summit_sealfs,115.83
summit_sealfs,115.99
summit_sealfs,123.69
summit_sealfs,115.95
summit_sealfs,127.54
summit_sealfs,115.94
summit_sealfs,120.01
summit_sealfs,123.48
summit_sealfs,119.81
summit_sealfs,116
summit_sealfs,119.13
summit_sealfs,123.37
summit_sealfs,127.61
summit_sealfs,119.81
summit_sealfs,123.6
summit_sealfs,111.87
summit_sealfs,123.58
summit_sealfs,127.54
summit_sealfs,119.49
summit_sealfs,115.94
summit_sealfs,119.77
summit_sealfs,119.78
summit_sealfs,123.71
summit_sealfs,119.72
summit_sealfs,115.8
summit_sealfs,123.65
summit_sealfs,115.91
summit_sealfs,127.5
summit_sealfs,119.86
summit_sealfs,112.13
summit_sealfs,123.26
summit_sealfs,118.83
summit_sealfs,126.53
summit_sealfs,122.94
summit_sealfs,114.95
summit_sealfs,118.88
summit_sealfs,114.95
summit_sealfs,130.31
summit_sealfs,122.68
summit_sealfs,118.72
summit_sealfs,117.45
summit_sealfs,118.84
summit_sealfs,126.45
summit_sealfs,118.76
summit_sealfs,115.92
summit_sealfs,119.92
summit_sealfs,123.81
summit_sealfs,126.51
summit_sealfs,115.17
summit_sealfs,119.22
summit_sealfs,119.28
summit_sealfs,115.37
summit_sealfs,130.8
summit_sealfs,119.23
summit_sealfs,111.54
summit_sealfs,123.17
summit_sealfs,119.17
summit_sealfs,131.01
summit_sealfs,111.74
summit_sealfs,119.57
summit_sealfs,123.12
summit_sealfs,123.46
summit_sealfs,115.95
summit_sealfs,119.64
summit_sealfs,119.33
summit_sealfs,119.19
summit_sealfs,123.02
summit_sealfs,119.81
summit_sealfs,123.63
summit_sealfs,119.87
summit_sealfs,112.12
summit_sealfs,131.47
summit_sealfs,119.8
summit_sealfs,112.08
summit_sealfs,123.7
summit_sealfs,116.02
summit_sealfs,123.74
summit_sealfs,123.09
summit_sealfs,115.32
summit_sealfs,123.07
summit_sealfs,119.23
summit_sealfs,126.93
summit_sealfs,115.34
summit_sealfs,118.84
summit_sealfs,119.22
summit_sealfs,119.87
summit_sealfs,130.95
summit_sealfs,119.3
summit_sealfs,119.29
summit_sealfs,119.33
summit_sealfs,123.65
summit_sealfs,119.37
summit_sealfs,119.38
summit_sealfs,123.14
summit_sealfs,112.2
summit_sealfs,119.78
summit_sealfs,131.49
summit_sealfs,116
summit_sealfs,115.92
summit_sealfs,123.67
summit_sealfs,115.71
summit_sealfs,127.56
summit_sealfs,115.97
summit_sealfs,119.33
summit_sealfs,123.12
summit_sealfs,111.63
summit_sealfs,127.56
summit_sealfs,123.74
summit_sealfs,119.46
summit_sealfs,111.61
summit_sealfs,123.71
summit_sealfs,127.52
summit_sealfs,119.18
summit_sealfs,115.41
summit_sealfs,119.74
summit_sealfs,119.74
summit_sealfs,127.45
summit_sealfs,111.51
summit_sealfs,123.17
summit_sealfs,119.74
summit_sealfs,123.58
summit_sealfs,119.69
summit_sealfs,119.79
summit_sealfs,123.56
summit_sealfs,111.97
summit_sealfs,119.69
summit_sealfs,131.36
summit_sealfs,115.88
summit_sealfs,115.83
summit_sealfs,119.67
summit_sealfs,119.79
summit_sealfs,123.24
summit_sealfs,119.33
summit_sealfs,119.73
summit_sealfs,123.59
summit_sealfs,112.03
summit_sealfs,131.49
summit_sealfs,123.33
summit_sealfs,119.76
summit_sealfs,112.03
summit_sealfs,131.27
summit_sealfs,119.72
summit_sealfs,115.87
summit_sealfs,119.76
summit_sealfs,115.94
summit_sealfs,127.45
summit_sealfs,119.76
summit_sealfs,115.87
summit_sealfs,123.67
summit_sealfs,111.54
summit_sealfs,127.08
summit_sealfs,123.08
summit_sealfs,119.24
summit_sealfs,123.12
summit_sealfs,111.53
summit_sealfs,126.95
summit_sealfs,119.71
summit_sealfs,119.73
summit_sealfs,115.99
summit_sealfs,118.82
summit_sealfs,134.75
summit_sealfs,119.18
summit_sealfs,123.38
summit_sealfs,111.9
summit_sealfs,123.68
summit_sealfs,127.59
summit_sealfs,112.04
summit_sealfs,123.49
summit_sealfs,115.63
summit_sealfs,119.67
summit_sealfs,127.47
summit_sealfs,115.99
summit_sealfs,119.69
summit_sealfs,119.84
summit_sealfs,115.85
summit_sealfs,131.32
summit_sealfs,119.7
summit_sealfs,111.91
summit_sealfs,123.65
summit_sealfs,119.72
summit_sealfs,126.88
summit_sealfs,115.34
summit_sealfs,119.32
summit_sealfs,115.39
summit_sealfs,123.73
summit_sealfs,120.04
summit_sealfs,123.73
summit_sealfs,112.13
summit_sealfs,119.94
summit_sealfs,131.46
summit_sealfs,112.11
summit_sealfs,123.69
summit_sealfs,119.87
summit_sealfs,112.07
summit_sealfs,131.48
summit_sealfs,116.02
summit_sealfs,115.97
summit_sealfs,123.69
summit_sealfs,116.06
summit_sealfs,127.47
summit_sealfs,116
summit_sealfs,119.88
summit_sealfs,123.71
summit_sealfs,112.08
summit_sealfs,127.55
summit_sealfs,123.73
summit_sealfs,112.13
summit_sealfs,119.8
summit_sealfs,123.76
summit_sealfs,119.86
summit_sealfs,119.83
summit_sealfs,123.7
summit_sealfs,119.89
summit_sealfs,115.96
summit_sealfs,127.72
summit_sealfs,115.94
summit_sealfs,119.82
summit_sealfs,119.92
summit_sealfs,115.97
summit_sealfs,127.57
summit_sealfs,115.97
summit_sealfs,119.85
summit_sealfs,123.65
summit_sealfs,112.12
summit_sealfs,131.6
summit_sealfs,119.78
summit_sealfs,112.1
summit_sealfs,123.2
summit_sealfs,119.83
summit_sealfs,119.9
summit_sealfs,123.76
summit_sealfs,119.79
summit_sealfs,115.99
summit_sealfs,119.74
summit_sealfs,135.23
summit_sealfs,119.79
summit_sealfs,116.05
summit_sealfs,116.03
summit_sealfs,123.5
summit_sealfs,123.85
summit_sealfs,115.63
summit_sealfs,123.66
summit_sealfs,119.82
summit_sealfs,112.12
summit_sealfs,131.43
summit_sealfs,119.57
summit_sealfs,115.92
summit_sealfs,119.88
summit_sealfs,127.24
summit_sealfs,123.71
summit_sealfs,112
summit_sealfs,119.59
summit_sealfs,119.73
summit_sealfs,123.69
summit_sealfs,119.75
summit_sealfs,119.79
summit_sealfs,116.03
summit_sealfs,119.8
summit_sealfs,127.61
summit_sealfs,119.87
summit_sealfs,115.86
summit_sealfs,119.75
summit_sealfs,119.43
summit_sealfs,123.71
summit_sealfs,119.78
summit_sealfs,119.62
summit_sealfs,123.67
summit_sealfs,112.04
summit_sealfs,131.4
summit_sealfs,115.98
summit_sealfs,115.98
summit_sealfs,123.63
summit_sealfs,116.04
summit_sealfs,123.65
summit_sealfs,119.69
summit_sealfs,119.8
summit_sealfs,119.83
summit_sealfs,115.98
summit_sealfs,127.48
summit_sealfs,123.52
summit_sealfs,112.07
summit_sealfs,119.85
summit_sealfs,123.71
summit_sealfs,119.8
summit_sealfs,119.78
summit_sealfs,123.59
summit_sealfs,119.71
summit_sealfs,112.16
summit_sealfs,131.39
summit_sealfs,115.93
summit_sealfs,119.72
summit_sealfs,119.77
summit_sealfs,115.97
summit_sealfs,131.4
summit_sealfs,112.09
summit_sealfs,119.25
summit_sealfs,123.76
summit_sealfs,112.1
summit_sealfs,127.06
summit_sealfs,123.67
summit_sealfs,119.76
summit_sealfs,115.97
summit_sealfs,119.73
summit_sealfs,127.57
summit_sealfs,115.99
summit_sealfs,119.87
summit_sealfs,115.93
summit_sealfs,119.88
summit_sealfs,127.6
summit_sealfs,116.11
summit_sealfs,123.73
summit_sealfs,112.24
summit_sealfs,123.64
summit_sealfs,127.55
summit_sealfs,112.03
summit_sealfs,123.74
summit_sealfs,119.88
summit_sealfs,112.1
summit_sealfs,131.4
summit_sealfs,119.84
summit_sealfs,112.09
summit_sealfs,123.76
summit_sealfs,119.87
summit_sealfs,131.47
summit_sealfs,112.11
summit_sealfs,119.83
summit_sealfs,119.98
summit_sealfs,116.02
summit_sealfs,127.69
summit_sealfs,119.37
summit_sealfs,115.89
summit_sealfs,115.84
summit_sealfs,123.81
summit_sealfs,127.55
summit_sealfs,115.94
summit_sealfs,119.86
summit_sealfs,119.81
summit_sealfs,115.87
summit_sealfs,127.52
summit_sealfs,119.71
summit_sealfs,115.98
summit_sealfs,119.87
summit_sealfs,127.51
summit_sealfs,119.85
summit_sealfs,116.01
summit_sealfs,123.61
summit_sealfs,115.88
summit_sealfs,123.66
summit_sealfs,119.79
summit_sealfs,119.76
summit_sealfs,115.98
summit_sealfs,119.81
summit_sealfs,127.62
summit_sealfs,119.88
summit_sealfs,115.16
summit_sealfs,119.84
summit_sealfs,123.71
summit_sealfs,134.89
summit_sealfs,112.04
summit_sealfs,123.6
summit_sealfs,119.85
summit_sealfs,112.1
summit_sealfs,131.43
summit_sealfs,115.69
summit_sealfs,119.99
summit_sealfs,119.74
summit_sealfs,131.63
summit_sealfs,114.98
summit_sealfs,117.98
summit_sealfs,118.76
summit_sealfs,115.1
summit_sealfs,130.49
summit_sealfs,118.78
summit_sealfs,118.76
summit_sealfs,118.81
summit_sealfs,115.98
summit_sealfs,127.54
summit_sealfs,119.8
summit_sealfs,119.29
summit_sealfs,115.41
summit_sealfs,119.03
summit_sealfs,126.49
summit_sealfs,122.75
summit_sealfs,118.83
summit_sealfs,114.98
summit_sealfs,119.58
summit_sealfs,127.16
summit_sealfs,116.08
summit_sealfs,119.82
summit_sealfs,116
summit_sealfs,122.9
summit_sealfs,126.9
summit_sealfs,118.97
summit_sealfs,115.54
summit_sealfs,119.93
summit_sealfs,118.65
summit_sealfs,126.36
summit_sealfs,118.73
summit_sealfs,118.77
summit_sealfs,122.6
summit_sealfs,111.14
summit_sealfs,130.24
summit_sealfs,118.82
summit_sealfs,118.84
summit_sealfs,118.84
summit_sealfs,126.37
summit_sealfs,118.84
summit_sealfs,116.01
summit_sealfs,119.8
summit_sealfs,123.66
summit_sealfs,119.77
summit_sealfs,119.51
summit_sealfs,123.67
summit_sealfs,115.99
summit_sealfs,115.3
summit_sealfs,130.95
summit_sealfs,115.97
summit_sealfs,119.83
summit_sealfs,115.95
summit_sealfs,119.13
summit_sealfs,130.67
summit_sealfs,118.81
summit_sealfs,112.04
summit_sealfs,123.66
summit_sealfs,119.08
summit_sealfs,127.52
summit_sealfs,118.95
summit_sealfs,114.99
summit_sealfs,115.39
summit_sealfs,123.12
summit_sealfs,126.9
summit_sealfs,123.03
summit_sealfs,111.57
summit_sealfs,119.24
summit_sealfs,122.94
summit_sealfs,123.4
summit_sealfs,115.68
summit_sealfs,123.65
summit_sealfs,115.69
summit_sealfs,119.77
summit_sealfs,123.65
summit_sealfs,119.84
summit_sealfs,123.17
summit_sealfs,119.86
summit_sealfs,111.41
summit_sealfs,131.33
summit_sealfs,119.83
summit_sealfs,112.07
summit_sealfs,123.68
summit_sealfs,118.84
summit_sealfs,123
summit_sealfs,122.58
summit_sealfs,115.95
summit_sealfs,119.54
summit_sealfs,119.76
summit_sealfs,127.57
summit_sealfs,115.9
summit_sealfs,119.78
summit_sealfs,119.85
summit_sealfs,115.97
summit_sealfs,127.5
summit_sealfs,119.78
summit_sealfs,115.98
summit_sealfs,119.77
summit_sealfs,123.66
summit_sealfs,123.69
summit_sealfs,115.97
summit_sealfs,119.76
summit_sealfs,119.42
summit_sealfs,117.91
summit_sealfs,123.72
summit_sealfs,119.79
summit_sealfs,119.75
summit_sealfs,123.7
summit_sealfs,111.68
summit_sealfs,131.35
summit_sealfs,119.67
summit_sealfs,115.77
summit_sealfs,119.73
summit_sealfs,127.4
summit_sealfs,115.81
summit_sealfs,119.72
summit_sealfs,115.56
summit_sealfs,123.61
summit_sealfs,135.18
summit_sealfs,112.11
summit_sealfs,123.57
summit_sealfs,119.68
summit_sealfs,119.86
summit_sealfs,122.59
summit_sealfs,119.54
summit_sealfs,118.81
summit_sealfs,118.8
summit_sealfs,118.73
summit_sealfs,123.26
summit_sealfs,119.74
summit_sealfs,119.71
summit_sealfs,123.63
summit_sealfs,111.78
summit_sealfs,126.93
summit_sealfs,123.15
summit_sealfs,115.82
summit_sealfs,115.44
summit_sealfs,123.61
summit_sealfs,123.05
summit_sealfs,123.11
summit_sealfs,119.24
summit_sealfs,111.66
summit_sealfs,123.12
summit_sealfs,126.92
summit_sealfs,119.68
summit_sealfs,115.79
summit_sealfs,119.7
summit_sealfs,119.73
summit_sealfs,127.48
summit_sealfs,115.82
summit_sealfs,119.75
summit_sealfs,119.13
summit_sealfs,119.23
summit_sealfs,123.33
summit_sealfs,119.21
summit_sealfs,119.28
summit_sealfs,123.23
summit_sealfs,115.54
summit_sealfs,123.3
summit_sealfs,123.63
summit_sealfs,115.68
summit_sealfs,119.6
summit_sealfs,115.91
summit_sealfs,127.43
summit_sealfs,123.6
summit_sealfs,111.85
summit_sealfs,119.72
summit_sealfs,123.29
summit_sealfs,134.9
summit_sealfs,111.97
summit_sealfs,123.04
summit_sealfs,119.19
summit_sealfs,119.24
summit_sealfs,126.9
summit_sealfs,115.36
summit_sealfs,119.33
summit_sealfs,119.23
tiago_sealfs,154.22
tiago_sealfs,153.52
tiago_sealfs,150.32
tiago_sealfs,150.32
tiago_sealfs,150.22
tiago_sealfs,150.14
tiago_sealfs,149.94
tiago_sealfs,148.64
tiago_sealfs,148.08
tiago_sealfs,147.27
tiago_sealfs,147.16
tiago_sealfs,147.14
tiago_ext4,147.02
tiago_sealfs,147.01
tiago_sealfs,146.99
tiago_sealfs,146.96
tiago_sealfs,146.9
tiago_sealfs,146.9
tiago_sealfs,146.89
tiago_sealfs,146.88
tiago_sealfs,146.87
tiago_sealfs,146.87
tiago_sealfs,146.87
tiago_sealfs,146.82
tiago_ext4,146.81
tiago_sealfs,146.8
tiago_sealfs,146.8
tiago_sealfs,146.78
tiago_sealfs,146.74
tiago_ext4,146.73
tiago_sealfs,146.73
tiago_sealfs,146.69
tiago_sealfs,146.67
tiago_sealfs,146.67
tiago_sealfs,146.67
tiago_sealfs,146.66
tiago_sealfs,146.65
tiago_sealfs,146.64
tiago_sealfs,146.64
tiago_sealfs,146.63
tiago_sealfs,146.61
tiago_sealfs,146.56
tiago_sealfs,146.51
tiago_sealfs,146.49
tiago_sealfs,146.49
tiago_sealfs,146.45
tiago_sealfs,146.44
tiago_sealfs,146.44
tiago_sealfs,146.43
tiago_sealfs,146.42
tiago_sealfs,146.39
tiago_sealfs,146.37
tiago_sealfs,146.3
tiago_sealfs,146.3
tiago_sealfs,146.29
tiago_sealfs,146.27
tiago_sealfs,146.25
tiago_sealfs,146.25
tiago_sealfs,146.24
tiago_sealfs,146.23
tiago_ext4,146.21
tiago_sealfs,146.2
tiago_sealfs,146.18
tiago_sealfs,146.17
tiago_sealfs,146.16
tiago_sealfs,146.11
tiago_sealfs,146.1
tiago_sealfs,146.09
tiago_sealfs,146.08
tiago_sealfs,146.04
tiago_ext4,146.03
tiago_sealfs,146.03
tiago_sealfs,146.02
tiago_sealfs,145.99
tiago_sealfs,145.96
tiago_sealfs,145.95
tiago_sealfs,145.91
tiago_sealfs,145.91
tiago_sealfs,145.9
tiago_ext4,145.81
tiago_sealfs,145.8
tiago_sealfs,145.77
tiago_sealfs,145.76
tiago_sealfs,145.76
tiago_sealfs,145.73
tiago_sealfs,145.7
tiago_sealfs,145.68
tiago_sealfs,145.68
tiago_sealfs,145.66
tiago_sealfs,145.66
tiago_sealfs,145.62
tiago_sealfs,145.51
tiago_sealfs,145.49
tiago_sealfs,145.43
tiago_sealfs,145.21
tiago_sealfs,145.13
tiago_sealfs,145.1
tiago_sealfs,145.03
tiago_sealfs,144.73
tiago_ext4,144.06
tiago_sealfs,143.95
tiago_ext4,143.75
tiago_ext4,143.75
tiago_sealfs,143.68
tiago_ext4,143.6
tiago_sealfs,143.57
tiago_sealfs,143.55
tiago_ext4,143.44
tiago_ext4,143.4
tiago_ext4,143.37
tiago_sealfs,143.36
tiago_sealfs,143.35
tiago_ext4,143.33
tiago_ext4,143.33
tiago_ext4,143.31
tiago_ext4,143.31
tiago_ext4,143.31
tiago_ext4,143.31
tiago_sealfs,143.31
tiago_sealfs,143.31
tiago_ext4,143.3
tiago_sealfs,143.3
tiago_sealfs,143.29
tiago_ext4,143.28
tiago_ext4,143.26
tiago_sealfs,143.25
tiago_sealfs,143.24
tiago_ext4,143.23
tiago_ext4,143.23
tiago_ext4,143.22
tiago_sealfs,143.22
tiago_ext4,143.21
tiago_sealfs,143.21
tiago_sealfs,143.21
tiago_ext4,143.2
tiago_ext4,143.2
tiago_sealfs,143.19
tiago_ext4,143.18
tiago_ext4,143.18
tiago_ext4,143.18
tiago_sealfs,143.18
tiago_sealfs,143.17
tiago_ext4,143.16
tiago_sealfs,143.16
tiago_ext4,143.15
tiago_sealfs,143.15
tiago_sealfs,143.15
tiago_ext4,143.14
tiago_sealfs,143.14
tiago_ext4,143.12
tiago_sealfs,143.12
tiago_sealfs,143.12
tiago_sealfs,143.12
tiago_ext4,143.11
tiago_sealfs,143.11
tiago_ext4,143.1
tiago_sealfs,143.1
tiago_sealfs,143.1
tiago_ext4,143.08
tiago_sealfs,143.08
tiago_sealfs,143.08
tiago_ext4,143.07
tiago_ext4,143.06
tiago_ext4,143.06
tiago_sealfs,143.06
tiago_sealfs,143.06
tiago_ext4,143.05
tiago_sealfs,143.05
tiago_sealfs,143.05
tiago_ext4,143.04
tiago_sealfs,143.04
tiago_ext4,143.03
tiago_ext4,143.03
tiago_sealfs,143.03
tiago_ext4,143.02
tiago_ext4,143.02
tiago_ext4,143.01
tiago_ext4,143.01
tiago_ext4,143.01
tiago_ext4,143
tiago_ext4,143
tiago_ext4,143
tiago_ext4,143
tiago_sealfs,143
tiago_sealfs,143
tiago_sealfs,143
tiago_ext4,142.99
tiago_sealfs,142.99
tiago_sealfs,142.99
tiago_ext4,142.98
tiago_sealfs,142.98
tiago_sealfs,142.98
tiago_ext4,142.97
tiago_sealfs,142.97
tiago_sealfs,142.96
tiago_sealfs,142.96
tiago_ext4,142.95
tiago_ext4,142.95
tiago_ext4,142.95
tiago_ext4,142.95
tiago_ext4,142.95
tiago_sealfs,142.95
tiago_sealfs,142.95
tiago_ext4,142.94
tiago_ext4,142.94
tiago_sealfs,142.94
tiago_sealfs,142.94
tiago_sealfs,142.94
tiago_ext4,142.93
tiago_ext4,142.92
tiago_ext4,142.92
tiago_ext4,142.92
tiago_sealfs,142.92
tiago_sealfs,142.92
tiago_ext4,142.91
tiago_sealfs,142.91
tiago_sealfs,142.91
tiago_sealfs,142.91
tiago_sealfs,142.91
tiago_ext4,142.9
tiago_ext4,142.9
tiago_sealfs,142.9
tiago_ext4,142.89
tiago_ext4,142.89
tiago_ext4,142.88
tiago_ext4,142.88
tiago_sealfs,142.88
tiago_sealfs,142.88
tiago_ext4,142.87
tiago_sealfs,142.86
tiago_sealfs,142.86
tiago_ext4,142.85
tiago_sealfs,142.85
tiago_sealfs,142.85
tiago_sealfs,142.85
tiago_ext4,142.84
tiago_ext4,142.84
tiago_sealfs,142.84
tiago_sealfs,142.84
tiago_sealfs,142.81
tiago_sealfs,142.8
tiago_ext4,142.79
tiago_ext4,142.79
tiago_ext4,142.79
tiago_sealfs,142.79
tiago_sealfs,142.79
tiago_sealfs,142.79
tiago_ext4,142.78
tiago_sealfs,142.77
tiago_ext4,142.76
tiago_ext4,142.76
tiago_ext4,142.76
tiago_sealfs,142.76
tiago_sealfs,142.76
tiago_sealfs,142.76
tiago_sealfs,142.75
tiago_sealfs,142.75
tiago_ext4,142.74
tiago_ext4,142.74
tiago_ext4,142.74
tiago_ext4,142.73
tiago_sealfs,142.73
tiago_sealfs,142.73
tiago_ext4,142.72
tiago_sealfs,142.72
tiago_sealfs,142.72
tiago_ext4,142.71
tiago_ext4,142.71
tiago_ext4,142.71
tiago_ext4,142.71
tiago_sealfs,142.71
tiago_sealfs,142.71
tiago_ext4,142.7
tiago_ext4,142.7
tiago_ext4,142.69
tiago_ext4,142.69
tiago_sealfs,142.69
tiago_ext4,142.68
tiago_ext4,142.68
tiago_ext4,142.68
tiago_ext4,142.68
tiago_sealfs,142.68
tiago_sealfs,142.67
tiago_sealfs,142.67
tiago_sealfs,142.66
tiago_sealfs,142.66
tiago_sealfs,142.66
tiago_sealfs,142.66
tiago_ext4,142.65
tiago_ext4,142.65
tiago_ext4,142.65
tiago_ext4,142.65
tiago_sealfs,142.65
tiago_sealfs,142.65
tiago_ext4,142.64
tiago_sealfs,142.64
tiago_sealfs,142.64
tiago_ext4,142.63
tiago_ext4,142.63
tiago_ext4,142.63
tiago_sealfs,142.63
tiago_sealfs,142.63
tiago_sealfs,142.63
tiago_sealfs,142.63
tiago_sealfs,142.62
tiago_sealfs,142.62
tiago_sealfs,142.62
tiago_sealfs,142.61
tiago_ext4,142.6
tiago_sealfs,142.6
tiago_sealfs,142.6
tiago_ext4,142.59
tiago_ext4,142.59
tiago_sealfs,142.58
tiago_sealfs,142.58
tiago_ext4,142.57
tiago_ext4,142.57
tiago_sealfs,142.57
tiago_sealfs,142.56
tiago_ext4,142.55
tiago_ext4,142.54
tiago_sealfs,142.54
tiago_sealfs,142.54
tiago_ext4,142.53
tiago_ext4,142.53
tiago_sealfs,142.53
tiago_sealfs,142.53
tiago_ext4,142.52
tiago_ext4,142.52
tiago_ext4,142.52
tiago_ext4,142.52
tiago_sealfs,142.52
tiago_ext4,142.51
tiago_ext4,142.51
tiago_sealfs,142.51
tiago_sealfs,142.5
tiago_sealfs,142.5
tiago_sealfs,142.48
tiago_ext4,142.47
tiago_sealfs,142.47
tiago_ext4,142.46
tiago_ext4,142.46
tiago_sealfs,142.46
tiago_sealfs,142.46
tiago_ext4,142.45
tiago_ext4,142.45
tiago_ext4,142.45
tiago_ext4,142.44
tiago_ext4,142.44
tiago_sealfs,142.44
tiago_sealfs,142.44
tiago_sealfs,142.44
tiago_ext4,142.43
tiago_ext4,142.43
tiago_sealfs,142.43
tiago_sealfs,142.43
tiago_ext4,142.42
tiago_sealfs,142.41
tiago_ext4,142.4
tiago_ext4,142.39
tiago_sealfs,142.39
tiago_ext4,142.38
tiago_ext4,142.38
tiago_sealfs,142.38
tiago_ext4,142.37
tiago_ext4,142.37
tiago_ext4,142.36
tiago_ext4,142.36
tiago_ext4,142.36
tiago_sealfs,142.36
tiago_ext4,142.35
tiago_ext4,142.35
tiago_sealfs,142.35
tiago_ext4,142.34
tiago_ext4,142.34
tiago_sealfs,142.33
tiago_ext4,142.32
tiago_sealfs,142.32
tiago_sealfs,142.3
tiago_ext4,142.29
tiago_sealfs,142.29
tiago_sealfs,142.29
tiago_sealfs,142.29
tiago_sealfs,142.29
tiago_ext4,142.28
tiago_sealfs,142.28
tiago_ext4,142.27
tiago_sealfs,142.27
tiago_sealfs,142.26
tiago_sealfs,142.26
tiago_ext4,142.25
tiago_sealfs,142.25
tiago_sealfs,142.25
tiago_ext4,142.24
tiago_sealfs,142.24
tiago_sealfs,142.24
tiago_sealfs,142.24
tiago_ext4,142.23
tiago_ext4,142.22
tiago_ext4,142.21
tiago_sealfs,142.21
tiago_sealfs,142.21
tiago_sealfs,142.2
tiago_sealfs,142.2
tiago_sealfs,142.2
tiago_ext4,142.19
tiago_sealfs,142.19
tiago_sealfs,142.19
tiago_sealfs,142.18
tiago_ext4,142.17
tiago_ext4,142.17
tiago_sealfs,142.17
tiago_ext4,142.16
tiago_ext4,142.16
tiago_sealfs,142.16
tiago_ext4,142.15
tiago_ext4,142.14
tiago_sealfs,142.14
tiago_ext4,142.13
tiago_ext4,142.13
tiago_ext4,142.13
tiago_ext4,142.12
tiago_sealfs,142.12
tiago_ext4,142.1
tiago_sealfs,142.09
tiago_sealfs,142.09
tiago_ext4,142.08
tiago_ext4,142.07
tiago_sealfs,142.07
tiago_ext4,142.06
tiago_sealfs,142.05
tiago_sealfs,142.04
tiago_ext4,142.02
tiago_ext4,142.02
tiago_sealfs,142.02
tiago_sealfs,142.01
tiago_ext4,141.98
tiago_ext4,141.96
tiago_sealfs,141.93
tiago_sealfs,141.91
tiago_ext4,141.9
tiago_sealfs,141.9
tiago_sealfs,141.9
tiago_sealfs,141.89
tiago_ext4,141.88
tiago_ext4,141.87
tiago_sealfs,141.87
tiago_sealfs,141.86
tiago_sealfs,141.86
tiago_ext4,141.85
tiago_sealfs,141.84
tiago_sealfs,141.83
tiago_sealfs,141.79
tiago_sealfs,141.78
tiago_ext4,141.77
tiago_ext4,141.77
tiago_sealfs,141.77
tiago_sealfs,141.77
tiago_sealfs,141.74
tiago_sealfs,141.72
tiago_ext4,141.71
tiago_sealfs,141.7
tiago_ext4,141.68
tiago_sealfs,141.68
tiago_sealfs,141.66
tiago_sealfs,141.66
tiago_sealfs,141.65
tiago_sealfs,141.62
tiago_sealfs,141.57
tiago_ext4,141.53
tiago_ext4,141.51
tiago_sealfs,141.5
tiago_sealfs,141.47
tiago_sealfs,141.44
tiago_ext4,141.38
tiago_ext4,141.35
tiago_sealfs,141.28
tiago_sealfs,141.24
tiago_ext4,141.23
tiago_ext4,141.1
tiago_sealfs,141.03
tiago_sealfs,140.97
tiago_ext4,140.62
tiago_ext4,140.48
tiago_ext4,140.46
tiago_ext4,140.42
tiago_sealfs,140.4
tiago_sealfs,140.39
tiago_sealfs,140.33
tiago_sealfs,140.32
tiago_sealfs,140.32
tiago_ext4,140.22
tiago_sealfs,140.13
tiago_ext4,140.06
tiago_ext4,139.95
tiago_ext4,139.94
tiago_ext4,139.88
tiago_ext4,139.86
tiago_sealfs,139.83
tiago_sealfs,139.79
tiago_sealfs,139.78
tiago_sealfs,139.77
tiago_ext4,139.7
tiago_ext4,139.67
tiago_sealfs,139.65
tiago_ext4,139.61
tiago_ext4,139.6
tiago_ext4,139.57
tiago_sealfs,139.57
tiago_ext4,139.53
tiago_sealfs,139.53
tiago_ext4,139.52
tiago_ext4,139.52
tiago_ext4,139.51
tiago_ext4,139.51
tiago_ext4,139.51
tiago_ext4,139.5
tiago_ext4,139.49
tiago_sealfs,139.49
tiago_ext4,139.47
tiago_sealfs,139.47
tiago_ext4,139.46
tiago_sealfs,139.46
tiago_ext4,139.45
tiago_ext4,139.45
tiago_ext4,139.44
tiago_sealfs,139.44
tiago_sealfs,139.44
tiago_ext4,139.43
tiago_sealfs,139.43
tiago_sealfs,139.43
tiago_ext4,139.42
tiago_ext4,139.42
tiago_sealfs,139.42
tiago_ext4,139.41
tiago_ext4,139.41
tiago_sealfs,139.41
tiago_ext4,139.4
tiago_sealfs,139.4
tiago_sealfs,139.4
tiago_ext4,139.39
tiago_ext4,139.38
tiago_ext4,139.38
tiago_sealfs,139.38
tiago_sealfs,139.38
tiago_ext4,139.36
tiago_ext4,139.36
tiago_sealfs,139.36
tiago_sealfs,139.36
tiago_sealfs,139.35
tiago_sealfs,139.35
tiago_sealfs,139.35
tiago_sealfs,139.35
tiago_ext4,139.34
tiago_ext4,139.34
tiago_ext4,139.33
tiago_ext4,139.33
tiago_sealfs,139.33
tiago_ext4,139.32
tiago_ext4,139.32
tiago_sealfs,139.32
tiago_sealfs,139.32
tiago_sealfs,139.32
tiago_ext4,139.3
tiago_ext4,139.3
tiago_ext4,139.3
tiago_sealfs,139.3
tiago_ext4,139.29
tiago_ext4,139.29
tiago_ext4,139.29
tiago_ext4,139.29
tiago_ext4,139.29
tiago_ext4,139.29
tiago_sealfs,139.29
tiago_ext4,139.28
tiago_ext4,139.28
tiago_sealfs,139.28
tiago_ext4,139.27
tiago_ext4,139.27
tiago_ext4,139.27
tiago_sealfs,139.27
tiago_sealfs,139.27
tiago_sealfs,139.27
tiago_ext4,139.26
