sealfs_write,70.126
sealfs_write,72.126
sealfs_write,68.828
sealfs_write,66.387
sealfs_write,71.956
sealfs_write,67.314
sealfs_write,73.967
sealfs_write,66.046
sealfs_write,71.159
sealfs_write,67.038
sealfs_write,71.832
sealfs_write,66.967
sealfs_write,74.018
sealfs_write,66.640
sealfs_write,71.163
sealfs_write,65.810
sealfs_write,73.685
sealfs_write,74.580
sealfs_write,71.617
sealfs_write,71.972
sealfs_write,69.984
sealfs_write,71.096
sealfs_write,72.955
sealfs_write,71.442
sealfs_write,73.858
sealfs_write,68.995
sealfs_write,70.528
sealfs_write,69.090
sealfs_write,72.325
sealfs_write,70.572
sealfs_write,74.845
sealfs_write,70.184
sealfs_write,74.792
sealfs_write,65.002
sealfs_write,70.204
sealfs_write,66.134
sealfs_write,78.462
sealfs_write,69.777
sealfs_write,71.460
sealfs_write,6739.534
sealfs_write,72.287
sealfs_write,71.258
sealfs_write,74.258
sealfs_write,70.206
sealfs_write,73.315
sealfs_write,68.449
sealfs_write,73.196
sealfs_write,69.535
sealfs_write,68.623
sealfs_write,69.419
sealfs_write,67.435
sealfs_write,68.006
sealfs_write,74.324
sealfs_write,68.191
sealfs_write,67.117
sealfs_write,68.813
sealfs_write,72.353
sealfs_write,75.936
sealfs_write,75.023
sealfs_write,71.129
sealfs_write,71.537
sealfs_write,69.528
sealfs_write,70.622
sealfs_write,68.831
sealfs_write,76.218
sealfs_write,67.592
sealfs_write,72.714
sealfs_write,65.520
sealfs_write,74.942
sealfs_write,66.783
sealfs_write,67.591
sealfs_write,63.423
sealfs_write,70.926
sealfs_write,68.422
sealfs_write,71.196
sealfs_write,68.759
sealfs_write,77.069
sealfs_write,71.071
sealfs_write,74.177
sealfs_write,74.541
sealfs_write,69.362
sealfs_write,65.196
sealfs_write,75.441
sealfs_write,68.628
sealfs_write,68.670
sealfs_write,72.666
sealfs_write,71.285
sealfs_write,67.898
sealfs_write,68.395
sealfs_write,73.764
sealfs_write,76.068
sealfs_write,78.886
sealfs_write,68.972
sealfs_write,69.258
sealfs_write,74.325
sealfs_write,65.160
sealfs_write,71.131
sealfs_write,71.689
sealfs_write,75.314
sealfs_write,71.776
sealfs_write,76.016
sealfs_write,66.361
sealfs_write,72.021
sealfs_write,69.303
sealfs_write,74.235
sealfs_write,68.779
sealfs_write,71.046
sealfs_write,70.426
sealfs_write,72.518
sealfs_write,69.735
sealfs_write,69.550
sealfs_write,66.581
sealfs_write,68.295
sealfs_write,67.721
sealfs_write,67.641
sealfs_write,69.005
sealfs_write,73.594
sealfs_write,70.964
sealfs_write,72.287
sealfs_write,68.452
sealfs_write,72.071
sealfs_write,68.529
sealfs_write,80.674
sealfs_write,66.227
sealfs_write,72.639
sealfs_write,66.323
sealfs_write,112.354
sealfs_write,73.365
sealfs_write,73.379
sealfs_write,66.407
sealfs_write,70.106
sealfs_write,75.458
sealfs_write,73.098
sealfs_write,68.503
sealfs_write,79.206
sealfs_write,72.077
sealfs_write,75.239
sealfs_write,75.184
sealfs_write,69.865
sealfs_write,6669.980
sealfs_write,73.384
sealfs_write,69.953
sealfs_write,69.381
sealfs_write,69.393
sealfs_write,74.209
sealfs_write,72.892
sealfs_write,74.918
sealfs_write,71.831
sealfs_write,71.942
sealfs_write,69.833
sealfs_write,71.222
sealfs_write,66.004
sealfs_write,72.032
sealfs_write,66.664
sealfs_write,71.661
sealfs_write,69.499
sealfs_write,73.191
sealfs_write,68.556
sealfs_write,72.231
sealfs_write,71.065
sealfs_write,82.774
sealfs_write,71.423
sealfs_write,74.184
sealfs_write,66.190
sealfs_write,75.484
sealfs_write,68.065
sealfs_write,70.665
sealfs_write,67.090
sealfs_write,69.836
sealfs_write,73.291
sealfs_write,76.559
