ext4_write,19.416
ext4_write,11.483
ext4_write,19.031
ext4_write,18.964
ext4_write,18.509
ext4_write,21.763
ext4_write,20.973
ext4_write,17.677
ext4_write,17.456
ext4_write,18.921
ext4_write,21.260
ext4_write,18.415
ext4_write,14.470
ext4_write,21.695
ext4_write,14.429
ext4_write,21.031
ext4_write,16.581
ext4_write,10.994
ext4_write,19.201
ext4_write,15.775
ext4_write,20.114
ext4_write,16.182
ext4_write,20.360
ext4_write,9.476
ext4_write,20.901
ext4_write,24.302
ext4_write,17.287
ext4_write,17.195
ext4_write,15.972
ext4_write,17.421
ext4_write,25.918
ext4_write,14.823
ext4_write,26.135
ext4_write,25.742
ext4_write,10.787
ext4_write,23.022
ext4_write,17.004
ext4_write,21.599
ext4_write,18.030
ext4_write,23.630
ext4_write,18.787
ext4_write,18.218
ext4_write,18.390
ext4_write,18.596
ext4_write,16.715
ext4_write,19.653
ext4_write,16.359
ext4_write,16.619
ext4_write,10.803
ext4_write,18.916
ext4_write,10.641
ext4_write,10.903
ext4_write,19.881
ext4_write,14.099
ext4_write,18.477
ext4_write,19.283
ext4_write,14.463
ext4_write,19.522
ext4_write,21.260
ext4_write,18.004
ext4_write,17.439
ext4_write,19.046
ext4_write,19.216
ext4_write,17.326
ext4_write,16.501
ext4_write,10.170
ext4_write,29.093
ext4_write,29.463
ext4_write,18.050
ext4_write,23.198
ext4_write,20.990
ext4_write,22.342
ext4_write,13.184
ext4_write,20.080
ext4_write,22.183
ext4_write,19.864
ext4_write,16.394
ext4_write,18.971
ext4_write,16.210
ext4_write,10.034
ext4_write,16.572
ext4_write,13.229
ext4_write,16.194
ext4_write,19.896
ext4_write,18.556
ext4_write,19.801
ext4_write,17.761
ext4_write,20.897
ext4_write,19.298
ext4_write,20.681
ext4_write,13.347
ext4_write,17.142
ext4_write,9.394
ext4_write,18.976
ext4_write,18.236
ext4_write,23.742
ext4_write,18.940
ext4_write,20.709
ext4_write,17.700
ext4_write,15.088
ext4_write,19.822
ext4_write,18.286
ext4_write,22.231
ext4_write,19.700
ext4_write,18.786
ext4_write,15.596
ext4_write,15.158
ext4_write,14.325
ext4_write,12.109
ext4_write,15.127
ext4_write,14.874
ext4_write,18.476
ext4_write,16.140
ext4_write,19.712
ext4_write,14.829
ext4_write,26.163
ext4_write,21.420
ext4_write,13.268
ext4_write,18.406
ext4_write,25.304
ext4_write,18.609
ext4_write,16.975
ext4_write,26.570
ext4_write,17.513
ext4_write,17.909
ext4_write,24.007
ext4_write,26.584
ext4_write,17.496
ext4_write,18.199
ext4_write,16.180
ext4_write,18.093
ext4_write,9.420
ext4_write,14.888
ext4_write,13.532
ext4_write,13.748
ext4_write,15.121
ext4_write,11.589
ext4_write,11.850
ext4_write,19.511
ext4_write,14.589
ext4_write,20.584
ext4_write,23.970
ext4_write,20.359
ext4_write,19.324
ext4_write,10.159
ext4_write,16.146
ext4_write,25.188
ext4_write,19.184
ext4_write,15.216
ext4_write,19.172
ext4_write,27.072
ext4_write,19.818
ext4_write,15.923
ext4_write,18.131
ext4_write,16.744
ext4_write,18.228
ext4_write,17.242
ext4_write,29.897
ext4_write,26.746
ext4_write,19.272
ext4_write,19.580
ext4_write,18.589
ext4_write,18.375
ext4_write,10.603
ext4_write,16.991
ext4_write,17.372
ext4_write,17.047
ext4_write,18.445
ext4_write,17.570
