Summit Latency on Audio Test,time (uS)
ext4_write,69.33
ext4_write,69.33
ext4_write,69.329
ext4_write,69.328
ext4_write,69.327
ext4_write,69.325
ext4_write,69.323
ext4_write,69.323
ext4_write,69.322
ext4_write,69.322
ext4_write,69.321
ext4_write,69.32
ext4_write,69.32
ext4_write,69.319
ext4_write,69.319
ext4_write,69.319
ext4_write,69.319
ext4_write,69.318
ext4_write,69.318
ext4_write,69.317
ext4_write,69.317
ext4_write,69.317
ext4_write,69.317
ext4_write,69.316
ext4_write,69.316
ext4_write,69.314
ext4_write,69.314
ext4_write,69.313
ext4_write,69.313
ext4_write,69.313
ext4_write,69.312
ext4_write,69.312
ext4_write,69.311
ext4_write,69.311
ext4_write,69.311
ext4_write,69.311
ext4_write,69.31
ext4_write,69.309
ext4_write,69.309
ext4_write,69.308
ext4_write,69.307
ext4_write,69.307
ext4_write,69.307
ext4_write,69.306
ext4_write,69.305
ext4_write,69.305
ext4_write,69.305
ext4_write,69.304
ext4_write,69.304
ext4_write,69.304
ext4_write,69.304
ext4_write,69.303
ext4_write,69.303
ext4_write,69.303
ext4_write,69.303
ext4_write,69.302
ext4_write,69.302
ext4_write,69.301
ext4_write,69.301
ext4_write,69.301
ext4_write,69.299
ext4_write,69.298
ext4_write,69.298
ext4_write,69.297
ext4_write,69.297
ext4_write,69.295
ext4_write,69.295
ext4_write,69.295
ext4_write,69.294
ext4_write,69.294
ext4_write,69.293
ext4_write,69.293
ext4_write,69.293
ext4_write,69.293
ext4_write,69.293
ext4_write,69.292
ext4_write,69.291
ext4_write,69.291
ext4_write,69.291
ext4_write,69.29
ext4_write,69.29
ext4_write,69.29
ext4_write,69.289
ext4_write,69.289
ext4_write,69.289
ext4_write,69.289
ext4_write,69.288
ext4_write,69.287
ext4_write,69.287
ext4_write,69.287
ext4_write,69.286
ext4_write,69.286
ext4_write,69.286
ext4_write,69.285
ext4_write,69.285
ext4_write,69.285
ext4_write,69.284
ext4_write,69.284
ext4_write,69.284
ext4_write,69.284
ext4_write,69.283
ext4_write,69.283
ext4_write,69.283
ext4_write,69.281
ext4_write,69.281
ext4_write,69.28
ext4_write,69.279
ext4_write,69.279
ext4_write,69.279
ext4_write,69.278
ext4_write,69.277
ext4_write,69.276
ext4_write,69.275
ext4_write,69.273
ext4_write,69.273
ext4_write,69.273
ext4_write,69.272
ext4_write,69.272
ext4_write,69.271
ext4_write,69.27
ext4_write,69.27
ext4_write,69.269
ext4_write,69.269
ext4_write,69.269
ext4_write,69.268
ext4_write,69.267
ext4_write,69.266
ext4_write,69.266
ext4_write,69.266
ext4_write,69.264
ext4_write,69.263
ext4_write,69.263
ext4_write,69.262
ext4_write,69.262
ext4_write,69.261
ext4_write,69.261
ext4_write,69.26
ext4_write,69.26
ext4_write,69.259
ext4_write,69.258
ext4_write,69.257
ext4_write,69.256
ext4_write,69.255
ext4_write,69.254
ext4_write,69.253
ext4_write,69.253
ext4_write,69.253
ext4_write,69.252
ext4_write,69.252
ext4_write,69.252
ext4_write,69.252
ext4_write,69.251
ext4_write,69.25
ext4_write,69.249
ext4_write,69.248
ext4_write,69.248
ext4_write,69.247
ext4_write,69.246
ext4_write,69.246
ext4_write,69.245
ext4_write,69.245
ext4_write,69.244
ext4_write,69.244
ext4_write,69.243
ext4_write,69.243
ext4_write,69.243
ext4_write,69.242
ext4_write,69.241
ext4_write,69.241
ext4_write,69.24
ext4_write,69.24
ext4_write,69.24
ext4_write,69.239
ext4_write,69.239
ext4_write,69.239
ext4_write,69.238
ext4_write,69.238
ext4_write,69.238
ext4_write,69.237
ext4_write,69.237
ext4_write,69.236
ext4_write,69.236
ext4_write,69.236
ext4_write,69.236
ext4_write,69.236
ext4_write,69.234
ext4_write,69.234
ext4_write,69.234
ext4_write,69.234
ext4_write,69.233
ext4_write,69.232
ext4_write,69.232
ext4_write,69.232
ext4_write,69.232
ext4_write,69.232
ext4_write,69.231
ext4_write,69.231
ext4_write,69.231
ext4_write,69.23
ext4_write,69.229
ext4_write,69.229
ext4_write,69.228
ext4_write,69.228
ext4_write,69.227
ext4_write,69.227
ext4_write,69.227
ext4_write,69.227
ext4_write,69.226
ext4_write,69.226
ext4_write,69.225
ext4_write,69.224
ext4_write,69.223
ext4_write,69.222
ext4_write,69.222
ext4_write,69.221
ext4_write,69.221
ext4_write,69.221
ext4_write,69.221
ext4_write,69.22
ext4_write,69.219
ext4_write,69.219
ext4_write,69.219
ext4_write,69.218
ext4_write,69.217
ext4_write,69.216
ext4_write,69.216
ext4_write,69.214
ext4_write,69.214
ext4_write,69.214
ext4_write,69.212
ext4_write,69.211
ext4_write,69.211
ext4_write,69.21
ext4_write,69.21
ext4_write,69.209
ext4_write,69.207
ext4_write,69.206
ext4_write,69.206
ext4_write,69.206
ext4_write,69.205
ext4_write,69.204
ext4_write,69.204
ext4_write,69.202
ext4_write,69.202
ext4_write,69.202
ext4_write,69.201
ext4_write,69.201
ext4_write,69.201
ext4_write,69.2
ext4_write,69.2
ext4_write,69.199
ext4_write,69.198
ext4_write,69.197
ext4_write,69.197
ext4_write,69.196
ext4_write,69.196
ext4_write,69.196
ext4_write,69.195
ext4_write,69.195
ext4_write,69.194
ext4_write,69.192
ext4_write,69.191
ext4_write,69.191
ext4_write,69.191
ext4_write,69.19
ext4_write,69.19
ext4_write,69.189
ext4_write,69.189
ext4_write,69.188
ext4_write,69.188
ext4_write,69.188
ext4_write,69.186
ext4_write,69.186
ext4_write,69.185
ext4_write,69.184
ext4_write,69.184
ext4_write,69.183
ext4_write,69.183
ext4_write,69.183
ext4_write,69.183
ext4_write,69.182
ext4_write,69.181
ext4_write,69.181
ext4_write,69.181
ext4_write,69.18
ext4_write,69.179
ext4_write,69.179
ext4_write,69.179
ext4_write,69.178
ext4_write,69.177
ext4_write,69.177
ext4_write,69.176
ext4_write,69.175
ext4_write,69.175
ext4_write,69.175
ext4_write,69.174
ext4_write,69.173
ext4_write,69.173
ext4_write,69.173
ext4_write,69.172
ext4_write,69.172
ext4_write,69.171
ext4_write,69.171
ext4_write,69.171
ext4_write,69.17
ext4_write,69.17
ext4_write,69.17
ext4_write,69.169
ext4_write,69.169
ext4_write,69.169
ext4_write,69.169
ext4_write,69.169
ext4_write,69.168
ext4_write,69.168
ext4_write,69.166
ext4_write,69.166
ext4_write,69.166
ext4_write,69.165
ext4_write,69.164
ext4_write,69.164
ext4_write,69.164
ext4_write,69.162
ext4_write,69.161
ext4_write,69.161
ext4_write,69.161
ext4_write,69.161
ext4_write,69.16
ext4_write,69.16
ext4_write,69.16
ext4_write,69.159
ext4_write,69.159
ext4_write,69.158
ext4_write,69.158
ext4_write,69.157
ext4_write,69.157
ext4_write,69.156
ext4_write,69.155
ext4_write,69.154
ext4_write,69.154
ext4_write,69.153
ext4_write,69.153
ext4_write,69.153
ext4_write,69.152
ext4_write,69.152
ext4_write,69.152
ext4_write,69.151
ext4_write,69.151
ext4_write,69.151
ext4_write,69.15
ext4_write,69.149
ext4_write,69.148
ext4_write,69.146
ext4_write,69.145
ext4_write,69.145
ext4_write,69.144
ext4_write,69.143
ext4_write,69.143
ext4_write,69.142
ext4_write,69.141
ext4_write,69.14
ext4_write,69.14
ext4_write,69.14
ext4_write,69.139
ext4_write,69.139
ext4_write,69.139
ext4_write,69.139
ext4_write,69.138
ext4_write,69.138
ext4_write,69.138
ext4_write,69.137
ext4_write,69.137
ext4_write,69.136
ext4_write,69.136
ext4_write,69.135
ext4_write,69.135
ext4_write,69.133
ext4_write,69.133
ext4_write,69.133
ext4_write,69.129
ext4_write,69.128
ext4_write,69.128
ext4_write,69.128
ext4_write,69.127
ext4_write,69.126
ext4_write,69.126
ext4_write,69.126
ext4_write,69.125
ext4_write,69.125
ext4_write,69.125
ext4_write,69.124
ext4_write,69.124
ext4_write,69.124
ext4_write,69.123
ext4_write,69.122
ext4_write,69.122
ext4_write,69.121
ext4_write,69.121
ext4_write,69.12
ext4_write,69.12
ext4_write,69.119
ext4_write,69.119
ext4_write,69.118
ext4_write,69.118
ext4_write,69.117
ext4_write,69.117
ext4_write,69.115
ext4_write,69.115
ext4_write,69.115
ext4_write,69.115
ext4_write,69.114
ext4_write,69.114
ext4_write,69.114
ext4_write,69.112
ext4_write,69.112
ext4_write,69.111
ext4_write,69.111
ext4_write,69.11
ext4_write,69.11
ext4_write,69.11
ext4_write,69.109
ext4_write,69.109
ext4_write,69.109
ext4_write,69.109
ext4_write,69.108
ext4_write,69.107
ext4_write,69.107
ext4_write,69.106
ext4_write,69.106
ext4_write,69.106
ext4_write,69.106
ext4_write,69.105
ext4_write,69.103
ext4_write,69.103
ext4_write,69.103
ext4_write,69.102
ext4_write,69.102
ext4_write,69.102
ext4_write,69.101
ext4_write,69.1
ext4_write,69.1
ext4_write,69.1
ext4_write,69.099
ext4_write,69.099
ext4_write,69.098
ext4_write,69.097
ext4_write,69.097
ext4_write,69.096
ext4_write,69.095
ext4_write,69.095
ext4_write,69.095
ext4_write,69.095
ext4_write,69.094
ext4_write,69.093
ext4_write,69.093
ext4_write,69.092
ext4_write,69.092
ext4_write,69.091
ext4_write,69.091
ext4_write,69.09
ext4_write,69.09
ext4_write,69.09
ext4_write,69.088
ext4_write,69.088
ext4_write,69.088
ext4_write,69.086
ext4_write,69.086
ext4_write,69.086
ext4_write,69.085
ext4_write,69.085
ext4_write,69.084
ext4_write,69.084
ext4_write,69.084
ext4_write,69.083
ext4_write,69.083
ext4_write,69.083
ext4_write,69.083
ext4_write,69.083
ext4_write,69.081
ext4_write,69.081
ext4_write,69.08
ext4_write,69.08
ext4_write,69.08
ext4_write,69.079
ext4_write,69.079
ext4_write,69.078
ext4_write,69.078
ext4_write,69.077
ext4_write,69.077
ext4_write,69.077
ext4_write,69.077
ext4_write,69.076
ext4_write,69.075
ext4_write,69.074
ext4_write,69.074
ext4_write,69.074
ext4_write,69.073
ext4_write,69.072
ext4_write,69.072
ext4_write,69.07
ext4_write,69.07
ext4_write,69.07
ext4_write,69.069
ext4_write,69.069
ext4_write,69.067
ext4_write,69.067
ext4_write,69.066
ext4_write,69.065
ext4_write,69.064
ext4_write,69.064
ext4_write,69.064
ext4_write,69.061
ext4_write,69.061
ext4_write,69.06
ext4_write,69.06
ext4_write,69.06
ext4_write,69.06
ext4_write,69.059
ext4_write,69.058
ext4_write,69.056
ext4_write,69.056
ext4_write,69.056
ext4_write,69.055
ext4_write,69.055
ext4_write,69.054
ext4_write,69.052
ext4_write,69.051
ext4_write,69.051
ext4_write,69.05
ext4_write,69.049
ext4_write,69.049
ext4_write,69.049
ext4_write,69.048
ext4_write,69.048
ext4_write,69.048
ext4_write,69.047
ext4_write,69.047
ext4_write,69.046
ext4_write,69.045
ext4_write,69.044
ext4_write,69.043
ext4_write,69.043
ext4_write,69.043
ext4_write,69.043
ext4_write,69.042
ext4_write,69.042
ext4_write,69.041
ext4_write,69.041
ext4_write,69.04
ext4_write,69.039
ext4_write,69.039
ext4_write,69.039
ext4_write,69.039
ext4_write,69.039
ext4_write,69.038
ext4_write,69.038
ext4_write,69.037
ext4_write,69.037
ext4_write,69.037
ext4_write,69.036
ext4_write,69.036
ext4_write,69.035
ext4_write,69.035
ext4_write,69.035
ext4_write,69.035
ext4_write,69.035
ext4_write,69.035
ext4_write,69.034
ext4_write,69.033
ext4_write,69.033
ext4_write,69.032
ext4_write,69.032
ext4_write,69.031
ext4_write,69.031
ext4_write,69.031
ext4_write,69.031
ext4_write,69.031
ext4_write,69.031
ext4_write,69.03
ext4_write,69.029
ext4_write,69.028
ext4_write,69.028
ext4_write,69.027
ext4_write,69.027
ext4_write,69.026
ext4_write,69.025
ext4_write,69.025
ext4_write,69.025
ext4_write,69.024
ext4_write,69.024
ext4_write,69.024
ext4_write,69.024
ext4_write,69.022
ext4_write,69.022
ext4_write,69.021
ext4_write,69.021
ext4_write,69.021
ext4_write,69.021
ext4_write,69.017
ext4_write,69.017
ext4_write,69.017
ext4_write,69.017
ext4_write,69.016
ext4_write,69.016
ext4_write,69.015
ext4_write,69.014
ext4_write,69.014
ext4_write,69.014
ext4_write,69.013
ext4_write,69.013
ext4_write,69.013
ext4_write,69.013
ext4_write,69.013
ext4_write,69.011
ext4_write,69.011
ext4_write,69.011
ext4_write,69.01
ext4_write,69.01
ext4_write,69.01
ext4_write,69.01
ext4_write,69.009
ext4_write,69.008
ext4_write,69.007
ext4_write,69.006
ext4_write,69.006
ext4_write,69.005
ext4_write,69.005
ext4_write,69.005
ext4_write,69.005
ext4_write,69.004
ext4_write,69.003
ext4_write,69.003
ext4_write,69.001
ext4_write,69.001
ext4_write,68.999
ext4_write,68.998
ext4_write,68.996
ext4_write,68.996
ext4_write,68.995
ext4_write,68.994
ext4_write,68.993
ext4_write,68.992
ext4_write,68.992
ext4_write,68.991
ext4_write,68.991
ext4_write,68.991
ext4_write,68.991
ext4_write,68.99
ext4_write,68.989
ext4_write,68.989
ext4_write,68.989
ext4_write,68.988
ext4_write,68.988
ext4_write,68.988
ext4_write,68.987
ext4_write,68.986
ext4_write,68.986
ext4_write,68.985
ext4_write,68.985
ext4_write,68.984
ext4_write,68.984
ext4_write,68.983
ext4_write,68.982
ext4_write,68.981
ext4_write,68.981
ext4_write,68.98
ext4_write,68.98
ext4_write,68.98
ext4_write,68.979
ext4_write,68.978
ext4_write,68.978
ext4_write,68.978
ext4_write,68.977
ext4_write,68.977
ext4_write,68.977
ext4_write,68.976
ext4_write,68.974
ext4_write,68.974
ext4_write,68.974
ext4_write,68.973
ext4_write,68.973
ext4_write,68.972
ext4_write,68.971
ext4_write,68.971
ext4_write,68.971
ext4_write,68.971
ext4_write,68.97
ext4_write,68.97
ext4_write,68.969
ext4_write,68.969
ext4_write,68.969
ext4_write,68.968
ext4_write,68.968
ext4_write,68.968
ext4_write,68.968
ext4_write,68.968
ext4_write,68.968
ext4_write,68.967
ext4_write,68.967
ext4_write,68.967
ext4_write,68.967
ext4_write,68.967
ext4_write,68.966
ext4_write,68.965
ext4_write,68.965
ext4_write,68.965
ext4_write,68.964
ext4_write,68.964
ext4_write,68.964
ext4_write,68.964
ext4_write,68.964
ext4_write,68.963
ext4_write,68.963
ext4_write,68.962
ext4_write,68.962
ext4_write,68.961
ext4_write,68.961
ext4_write,68.961
ext4_write,68.96
ext4_write,68.96
ext4_write,68.959
ext4_write,68.959
ext4_write,68.959
ext4_write,68.959
ext4_write,68.959
ext4_write,68.958
ext4_write,68.958
ext4_write,68.958
ext4_write,68.956
ext4_write,68.956
ext4_write,68.956
ext4_write,68.954
ext4_write,68.953
ext4_write,68.953
ext4_write,68.952
ext4_write,68.951
ext4_write,68.951
ext4_write,68.95
ext4_write,68.95
ext4_write,68.95
ext4_write,68.949
ext4_write,68.949
ext4_write,68.949
ext4_write,68.948
ext4_write,68.947
ext4_write,68.946
ext4_write,68.946
ext4_write,68.946
ext4_write,68.945
ext4_write,68.945
ext4_write,68.944
ext4_write,68.944
ext4_write,68.944
ext4_write,68.944
ext4_write,68.943
ext4_write,68.943
ext4_write,68.941
ext4_write,68.941
ext4_write,68.941
ext4_write,68.94
ext4_write,68.94
ext4_write,68.939
ext4_write,68.939
ext4_write,68.939
ext4_write,68.939
ext4_write,68.938
ext4_write,68.938
ext4_write,68.934
ext4_write,68.934
ext4_write,68.934
ext4_write,68.934
ext4_write,68.933
ext4_write,68.933
ext4_write,68.932
ext4_write,68.932
ext4_write,68.931
ext4_write,68.929
ext4_write,68.928
ext4_write,68.928
ext4_write,68.928
ext4_write,68.928
ext4_write,68.925
ext4_write,68.925
ext4_write,68.924
ext4_write,68.924
ext4_write,68.923
ext4_write,68.923
ext4_write,68.923
ext4_write,68.92
ext4_write,68.919
ext4_write,68.919
ext4_write,68.918
ext4_write,68.918
ext4_write,68.918
ext4_write,68.917
ext4_write,68.917
ext4_write,68.916
ext4_write,68.916
ext4_write,68.916
ext4_write,68.915
ext4_write,68.915
ext4_write,68.915
ext4_write,68.915
ext4_write,68.914
ext4_write,68.914
ext4_write,68.913
ext4_write,68.913
ext4_write,68.913
ext4_write,68.913
ext4_write,68.913
ext4_write,68.912
ext4_write,68.911
ext4_write,68.911
ext4_write,68.91
ext4_write,68.91
ext4_write,68.91
ext4_write,68.909
ext4_write,68.907
ext4_write,68.907
ext4_write,68.907
ext4_write,68.905
ext4_write,68.905
ext4_write,68.905
ext4_write,68.904
ext4_write,68.903
ext4_write,68.902
ext4_write,68.902
ext4_write,68.902
ext4_write,68.902
ext4_write,68.901
ext4_write,68.901
ext4_write,68.901
ext4_write,68.901
ext4_write,68.899
ext4_write,68.898
ext4_write,68.898
ext4_write,68.897
ext4_write,68.897
ext4_write,68.896
ext4_write,68.896
ext4_write,68.896
ext4_write,68.894
ext4_write,68.894
ext4_write,68.892
ext4_write,68.892
ext4_write,68.892
ext4_write,68.89
ext4_write,68.889
ext4_write,68.888
ext4_write,68.887
ext4_write,68.887
ext4_write,68.886
ext4_write,68.886
ext4_write,68.885
ext4_write,68.883
ext4_write,68.883
ext4_write,68.883
ext4_write,68.882
ext4_write,68.882
ext4_write,68.882
ext4_write,68.881
ext4_write,68.881
ext4_write,68.881
ext4_write,68.88
ext4_write,68.88
ext4_write,68.88
ext4_write,68.88
ext4_write,68.879
ext4_write,68.879
ext4_write,68.878
ext4_write,68.877
ext4_write,68.877
ext4_write,68.877
ext4_write,68.877
ext4_write,68.874
ext4_write,68.873
ext4_write,68.873
ext4_write,68.872
ext4_write,68.872
ext4_write,68.871
ext4_write,68.871
ext4_write,68.871
ext4_write,68.87
ext4_write,68.87
ext4_write,68.87
ext4_write,68.87
ext4_write,68.869
ext4_write,68.869
ext4_write,68.869
ext4_write,68.869
ext4_write,68.869
ext4_write,68.868
ext4_write,68.867
ext4_write,68.867
ext4_write,68.865
ext4_write,68.865
ext4_write,68.864
ext4_write,68.864
ext4_write,68.863
ext4_write,68.862
ext4_write,68.861
ext4_write,68.861
ext4_write,68.86
ext4_write,68.859
ext4_write,68.859
ext4_write,68.859
ext4_write,68.857
ext4_write,68.857
ext4_write,68.856
ext4_write,68.856
ext4_write,68.856
ext4_write,68.855
ext4_write,68.855
ext4_write,68.855
ext4_write,68.854
ext4_write,68.854
ext4_write,68.853
ext4_write,68.853
ext4_write,68.853
ext4_write,68.852
ext4_write,68.852
ext4_write,68.852
ext4_write,68.851
ext4_write,68.851
ext4_write,68.851
ext4_write,68.849
ext4_write,68.849
ext4_write,68.848
ext4_write,68.848
ext4_write,68.847
ext4_write,68.847
ext4_write,68.847
ext4_write,68.847
ext4_write,68.846
ext4_write,68.845
ext4_write,68.845
ext4_write,68.845
ext4_write,68.845
ext4_write,68.844
ext4_write,68.844
ext4_write,68.843
ext4_write,68.841
ext4_write,68.84
ext4_write,68.838
ext4_write,68.837
ext4_write,68.837
ext4_write,68.837
ext4_write,68.837
ext4_write,68.837
ext4_write,68.837
ext4_write,68.836
ext4_write,68.835
ext4_write,68.835
ext4_write,68.834
ext4_write,68.834
ext4_write,68.834
ext4_write,68.833
ext4_write,68.832
ext4_write,68.832
ext4_write,68.832
ext4_write,68.832
ext4_write,68.832
ext4_write,68.831
ext4_write,68.831
ext4_write,68.83
ext4_write,68.829
ext4_write,68.828
ext4_write,68.828
ext4_write,68.826
ext4_write,68.825
ext4_write,68.825
ext4_write,68.822
ext4_write,68.821
ext4_write,68.821
ext4_write,68.82
ext4_write,68.819
ext4_write,68.818
ext4_write,68.818
ext4_write,68.817
ext4_write,68.817
ext4_write,68.816
ext4_write,68.816
ext4_write,68.816
ext4_write,68.816
ext4_write,68.815
ext4_write,68.814
ext4_write,68.814
ext4_write,68.814
ext4_write,68.814
ext4_write,68.813
ext4_write,68.813
ext4_write,68.811
ext4_write,68.811
ext4_write,68.81
ext4_write,68.806
ext4_write,68.804
ext4_write,68.804
ext4_write,68.803
ext4_write,68.801
ext4_write,68.801
ext4_write,68.801
ext4_write,68.801
ext4_write,68.8
ext4_write,68.8
ext4_write,68.8
ext4_write,68.8
ext4_write,68.799
ext4_write,68.799
ext4_write,68.799
ext4_write,68.798
ext4_write,68.798
ext4_write,68.798
ext4_write,68.798
ext4_write,68.797
ext4_write,68.794
ext4_write,68.794
ext4_write,68.794
ext4_write,68.794
ext4_write,68.794
ext4_write,68.794
ext4_write,68.793
ext4_write,68.793
ext4_write,68.792
ext4_write,68.791
ext4_write,68.791
ext4_write,68.791
ext4_write,68.789
ext4_write,68.788
ext4_write,68.788
ext4_write,68.788
ext4_write,68.788
ext4_write,68.787
ext4_write,68.787
ext4_write,68.787
ext4_write,68.786
ext4_write,68.786
ext4_write,68.786
ext4_write,68.786
ext4_write,68.786
ext4_write,68.785
ext4_write,68.785
ext4_write,68.784
ext4_write,68.783
ext4_write,68.783
ext4_write,68.783
ext4_write,68.782
ext4_write,68.781
ext4_write,68.78
ext4_write,68.779
ext4_write,68.779
ext4_write,68.779
ext4_write,68.779
ext4_write,68.777
ext4_write,68.776
ext4_write,68.776
ext4_write,68.775
ext4_write,68.775
ext4_write,68.775
ext4_write,68.774
ext4_write,68.772
ext4_write,68.772
ext4_write,68.772
ext4_write,68.771
ext4_write,68.771
ext4_write,68.77
ext4_write,68.769
ext4_write,68.768
ext4_write,68.768
ext4_write,68.768
ext4_write,68.766
ext4_write,68.766
ext4_write,68.766
ext4_write,68.764
ext4_write,68.764
ext4_write,68.764
ext4_write,68.761
ext4_write,68.761
ext4_write,68.761
ext4_write,68.76
ext4_write,68.76
ext4_write,68.759
ext4_write,68.759
ext4_write,68.759
ext4_write,68.758
ext4_write,68.758
ext4_write,68.758
ext4_write,68.758
ext4_write,68.758
ext4_write,68.758
ext4_write,68.758
ext4_write,68.758
ext4_write,68.757
ext4_write,68.757
ext4_write,68.756
ext4_write,68.756
ext4_write,68.756
ext4_write,68.755
ext4_write,68.755
ext4_write,68.755
ext4_write,68.754
ext4_write,68.753
ext4_write,68.753
ext4_write,68.752
ext4_write,68.752
ext4_write,68.752
ext4_write,68.752
ext4_write,68.751
ext4_write,68.75
ext4_write,68.75
ext4_write,68.747
ext4_write,68.746
ext4_write,68.746
ext4_write,68.746
ext4_write,68.745
ext4_write,68.745
ext4_write,68.744
ext4_write,68.744
ext4_write,68.743
ext4_write,68.743
ext4_write,68.742
ext4_write,68.741
ext4_write,68.74
ext4_write,68.74
ext4_write,68.739
ext4_write,68.738
ext4_write,68.738
ext4_write,68.735
ext4_write,68.735
ext4_write,68.735
ext4_write,68.735
ext4_write,68.735
ext4_write,68.735
ext4_write,68.735
ext4_write,68.734
ext4_write,68.733
ext4_write,68.732
ext4_write,68.732
ext4_write,68.732
ext4_write,68.732
ext4_write,68.731
ext4_write,68.731
ext4_write,68.731
ext4_write,68.73
ext4_write,68.73
ext4_write,68.729
ext4_write,68.729
ext4_write,68.728
ext4_write,68.728
ext4_write,68.727
ext4_write,68.727
ext4_write,68.726
ext4_write,68.726
ext4_write,68.726
ext4_write,68.726
ext4_write,68.725
ext4_write,68.724
ext4_write,68.723
ext4_write,68.723
ext4_write,68.723
ext4_write,68.723
ext4_write,68.722
ext4_write,68.721
ext4_write,68.721
ext4_write,68.72
ext4_write,68.719
ext4_write,68.719
ext4_write,68.718
ext4_write,68.717
ext4_write,68.717
ext4_write,68.716
ext4_write,68.714
ext4_write,68.714
ext4_write,68.713
ext4_write,68.713
ext4_write,68.712
ext4_write,68.712
ext4_write,68.711
ext4_write,68.711
ext4_write,68.711
ext4_write,68.71
ext4_write,68.71
ext4_write,68.709
ext4_write,68.709
ext4_write,68.708
ext4_write,68.708
ext4_write,68.708
ext4_write,68.708
ext4_write,68.707
ext4_write,68.706
ext4_write,68.706
ext4_write,68.705
ext4_write,68.705
ext4_write,68.705
ext4_write,68.705
ext4_write,68.704
ext4_write,68.704
ext4_write,68.702
ext4_write,68.7
ext4_write,68.699
ext4_write,68.698
ext4_write,68.697
ext4_write,68.697
ext4_write,68.696
ext4_write,68.695
ext4_write,68.695
ext4_write,68.695
ext4_write,68.694
ext4_write,68.694
ext4_write,68.693
ext4_write,68.693
ext4_write,68.692
ext4_write,68.691
ext4_write,68.688
ext4_write,68.688
ext4_write,68.688
ext4_write,68.687
ext4_write,68.686
ext4_write,68.685
ext4_write,68.685
ext4_write,68.685
ext4_write,68.685
ext4_write,68.684
ext4_write,68.684
ext4_write,68.683
ext4_write,68.683
ext4_write,68.683
ext4_write,68.683
ext4_write,68.682
ext4_write,68.681
ext4_write,68.681
ext4_write,68.681
ext4_write,68.681
ext4_write,68.68
ext4_write,68.68
ext4_write,68.68
ext4_write,68.679
ext4_write,68.679
ext4_write,68.679
ext4_write,68.678
ext4_write,68.678
ext4_write,68.678
ext4_write,68.677
ext4_write,68.676
ext4_write,68.675
ext4_write,68.675
ext4_write,68.675
ext4_write,68.675
ext4_write,68.674
ext4_write,68.674
ext4_write,68.673
ext4_write,68.672
ext4_write,68.672
ext4_write,68.672
ext4_write,68.672
ext4_write,68.671
ext4_write,68.671
ext4_write,68.67
ext4_write,68.67
ext4_write,68.67
ext4_write,68.67
ext4_write,68.669
ext4_write,68.669
ext4_write,68.669
ext4_write,68.667
ext4_write,68.667
ext4_write,68.666
ext4_write,68.666
ext4_write,68.665
ext4_write,68.664
ext4_write,68.663
ext4_write,68.661
ext4_write,68.66
ext4_write,68.66
ext4_write,68.659
ext4_write,68.659
ext4_write,68.659
ext4_write,68.657
ext4_write,68.655
ext4_write,68.655
ext4_write,68.655
ext4_write,68.655
ext4_write,68.654
ext4_write,68.654
ext4_write,68.653
ext4_write,68.653
ext4_write,68.653
ext4_write,68.653
ext4_write,68.652
ext4_write,68.651
ext4_write,68.65
ext4_write,68.65
ext4_write,68.649
ext4_write,68.648
ext4_write,68.647
ext4_write,68.646
ext4_write,68.646
ext4_write,68.646
ext4_write,68.645
ext4_write,68.644
ext4_write,68.644
ext4_write,68.644
ext4_write,68.644
ext4_write,68.642
ext4_write,68.642
ext4_write,68.642
ext4_write,68.641
ext4_write,68.641
ext4_write,68.64
ext4_write,68.639
ext4_write,68.639
ext4_write,68.637
ext4_write,68.637
ext4_write,68.636
ext4_write,68.636
ext4_write,68.636
ext4_write,68.636
ext4_write,68.635
ext4_write,68.634
ext4_write,68.634
ext4_write,68.632
ext4_write,68.628
ext4_write,68.628
ext4_write,68.627
ext4_write,68.627
ext4_write,68.627
ext4_write,68.625
ext4_write,68.625
ext4_write,68.625
ext4_write,68.624
ext4_write,68.623
ext4_write,68.623
ext4_write,68.623
ext4_write,68.623
ext4_write,68.622
ext4_write,68.622
ext4_write,68.622
ext4_write,68.621
ext4_write,68.621
ext4_write,68.62
ext4_write,68.62
ext4_write,68.62
ext4_write,68.618
ext4_write,68.618
ext4_write,68.618
ext4_write,68.618
ext4_write,68.617
ext4_write,68.617
ext4_write,68.615
ext4_write,68.615
ext4_write,68.614
ext4_write,68.614
ext4_write,68.614
ext4_write,68.613
ext4_write,68.613
ext4_write,68.613
ext4_write,68.612
ext4_write,68.61
ext4_write,68.61
ext4_write,68.609
ext4_write,68.608
ext4_write,68.608
ext4_write,68.608
ext4_write,68.607
ext4_write,68.607
ext4_write,68.604
ext4_write,68.604
ext4_write,68.603
ext4_write,68.603
ext4_write,68.602
ext4_write,68.602
ext4_write,68.602
ext4_write,68.602
ext4_write,68.602
ext4_write,68.601
ext4_write,68.601
ext4_write,68.6
ext4_write,68.6
ext4_write,68.599
ext4_write,68.599
ext4_write,68.599
ext4_write,68.597
ext4_write,68.597
ext4_write,68.597
ext4_write,68.597
ext4_write,68.595
ext4_write,68.595
ext4_write,68.594
ext4_write,68.594
ext4_write,68.593
ext4_write,68.593
ext4_write,68.592
ext4_write,68.592
ext4_write,68.591
ext4_write,68.59
ext4_write,68.59
ext4_write,68.589
ext4_write,68.589
ext4_write,68.588
ext4_write,68.585
