Summit Latency on All Tests,time (uS)
sealfs_write_video,15014.58
sealfs_write_video,15014.57
sealfs_write_video,15014.39
sealfs_write_video,15014.25
sealfs_write_video,15013.86
sealfs_write_video,15013.8
sealfs_write_video,15013.2
sealfs_write_video,15012.86
sealfs_write_video,15012.52
sealfs_write_video,15012.5
sealfs_write_video,15011.13
sealfs_write_video,15010.55
sealfs_write_video,15010.48
sealfs_write_video,15009.92
sealfs_write_video,15008.95
sealfs_write_video,15008.52
sealfs_write_video,15007.92
sealfs_write_video,15007.73
sealfs_write_video,15007.7
sealfs_write_video,15007.5
sealfs_write_video,15007.13
sealfs_write_video,15006.88
sealfs_write_video,15006.83
sealfs_write_video,15006.81
sealfs_write_video,15006.79
sealfs_write_video,15006.49
sealfs_write_video,15006.26
sealfs_write_video,15006.24
sealfs_write_video,15005.76
sealfs_write_video,15005.72
sealfs_write_video,15005.64
sealfs_write_video,15005.44
sealfs_write_video,15005.29
sealfs_write_video,15005.17
sealfs_write_video,15004.99
sealfs_write_video,15004.88
sealfs_write_video,15004.75
sealfs_write_video,15004.63
sealfs_write_video,15004.38
sealfs_write_video,15004.32
sealfs_write_video,15004.24
sealfs_write_video,15003.65
sealfs_write_video,15003.63
sealfs_write_video,15002.92
sealfs_write_video,15002.87
sealfs_write_video,15002.7
sealfs_write_video,15002.49
sealfs_write_video,15002.43
sealfs_write_video,15002.2
sealfs_write_video,15001.86
sealfs_write_video,15001.55
sealfs_write_video,15001.35
sealfs_write_video,15001.34
sealfs_write_video,15001.18
sealfs_write_video,15001.01
sealfs_write_video,15000.91
sealfs_write_video,15000.49
sealfs_write_video,15000.48
sealfs_write_video,15000.13
sealfs_write_video,15000.11
sealfs_write_video,15000.06
sealfs_write_video,15000.01
sealfs_write_video,14999.82
sealfs_write_video,14999.73
sealfs_write_video,14999.6
sealfs_write_video,14999.47
sealfs_write_video,14999.45
sealfs_write_video,14999.21
sealfs_write_video,14999.21
sealfs_write_video,14998.91
sealfs_write_video,14998.89
sealfs_write_video,14998.75
sealfs_write_video,14998.69
sealfs_write_video,14998.64
sealfs_write_video,14998.48
sealfs_write_video,14998.46
sealfs_write_video,14998.35
sealfs_write_video,14998
sealfs_write_video,14997.8
sealfs_write_video,14997.76
sealfs_write_video,14997.54
sealfs_write_video,14997.38
sealfs_write_video,14997.33
sealfs_write_video,14997.19
sealfs_write_video,14996.67
sealfs_write_video,14996.14
sealfs_write_video,14995.62
sealfs_write_video,14994.67
sealfs_write_video,14994.52
sealfs_write_video,14994.51
sealfs_write_video,14994.34
sealfs_write_video,14994.3
sealfs_write_video,14994.26
sealfs_write_video,14994.2
sealfs_write_video,14994.19
sealfs_write_video,14993.69
sealfs_write_video,14993.41
sealfs_write_video,14993.28
sealfs_write_video,14993.18
sealfs_write_video,14992.87
sealfs_write_video,14992.72
sealfs_write_video,14992.61
sealfs_write_video,14992.55
sealfs_write_video,14992.26
sealfs_write_video,14992.24
sealfs_write_video,14992
sealfs_write_video,14991.92
sealfs_write_video,14991.5
sealfs_write_video,14991.26
sealfs_write_video,14991.21
sealfs_write_video,14991.19
sealfs_write_video,14990.55
sealfs_write_video,14990.22
sealfs_write_video,14989.68
sealfs_write_video,14989.58
sealfs_write_video,14988.49
sealfs_write_video,14987.98
sealfs_write_video,14987.95
sealfs_write_video,14987.66
sealfs_write_video,14987.25
sealfs_write_video,14986.25
sealfs_write_video,14986.25
sealfs_write_video,14985.98
sealfs_write_video,14985.85
sealfs_write_video,14985.61
sealfs_write_video,14985.52
sealfs_write_video,14985.48
sealfs_write_video,14985.27
sealfs_write_video,14985.2
sealfs_write_video,14984.5
sealfs_write_video,14984.43
sealfs_write_video,14984.36
sealfs_write_video,14984.3
sealfs_write_video,14984.21
sealfs_write_video,14983.88
sealfs_write_video,14983.75
sealfs_write_video,14983.73
sealfs_write_video,14983.5
sealfs_write_video,14983.28
sealfs_write_video,14983.06
sealfs_write_video,14982.26
sealfs_write_video,14982.24
sealfs_write_video,14982.08
sealfs_write_video,14981.81
sealfs_write_video,14981.71
sealfs_write_video,14981.27
sealfs_write_video,14981.26
sealfs_write_video,14981.26
sealfs_write_video,14980.22
sealfs_write_video,14979.81
sealfs_write_video,14979.58
sealfs_write_video,14979.12
sealfs_write_video,14978.21
sealfs_write_video,14977.83
sealfs_write_video,14977.55
sealfs_write_video,14977.5
sealfs_write_video,14977.36
sealfs_write_video,14977.3
sealfs_write_video,14976.83
sealfs_write_video,14976.81
sealfs_write_video,14976.66
sealfs_write_video,14976.63
sealfs_write_video,14976.33
sealfs_write_video,14976.2
sealfs_write_video,14976.1
sealfs_write_video,14976.02
sealfs_write_video,14975.51
sealfs_write_video,14975.49
sealfs_write_video,14975.22
sealfs_write_video,14974.9
sealfs_write_video,14974.65
sealfs_write_video,14974.4
sealfs_write_video,14974.19
sealfs_write_video,14973.72
sealfs_write_video,14973.65
sealfs_write_video,14973.47
sealfs_write_video,14973.35
sealfs_write_video,14973.1
sealfs_write_video,14972.83
sealfs_write_video,14972.64
sealfs_write_video,14972.49
sealfs_write_video,14972.04
sealfs_write_video,14971.8
sealfs_write_video,14971.77
sealfs_write_video,14971.68
sealfs_write_video,14971.38
sealfs_write_video,14970.97
sealfs_write_video,14970.81
sealfs_write_video,14970.76
sealfs_write_video,14970.41
sealfs_write_video,14970.17
sealfs_write_video,14970.15
sealfs_write_video,14970.1
sealfs_write_video,14969.59
sealfs_write_video,14969.57
sealfs_write_video,14969.29
sealfs_write_video,14969.22
sealfs_write_video,14969.2
sealfs_write_video,14969.18
sealfs_write_video,14968.93
sealfs_write_video,14968.79
sealfs_write_video,14968.63
sealfs_write_video,14968.46
sealfs_write_video,14968.01
sealfs_write_video,14967.87
sealfs_write_video,14967.65
sealfs_write_video,14967.6
sealfs_write_video,14967.59
sealfs_write_video,14967.4
sealfs_write_video,14967.35
sealfs_write_video,14966.79
sealfs_write_video,14966.61
sealfs_write_video,14966.41
sealfs_write_video,14966.01
sealfs_write_video,14965.94
sealfs_write_video,14965.85
sealfs_write_video,14965.67
sealfs_write_video,14965.54
sealfs_write_video,14965.53
sealfs_write_video,14965.51
sealfs_write_video,14965.41
sealfs_write_video,14965.28
sealfs_write_video,14965.05
sealfs_write_video,14964.27
sealfs_write_video,14964.26
sealfs_write_video,14963.66
sealfs_write_video,14963.62
sealfs_write_video,14963.41
sealfs_write_video,14963.14
sealfs_write_video,14962.85
sealfs_write_video,14962.84
sealfs_write_video,14962.83
sealfs_write_video,14962.81
sealfs_write_video,14962.55
sealfs_write_video,14962.53
sealfs_write_video,14962.23
sealfs_write_video,14962.02
sealfs_write_video,14961.99
sealfs_write_video,14961.65
sealfs_write_video,14961.64
sealfs_write_video,14961.46
sealfs_write_video,14960.64
sealfs_write_video,14960.63
sealfs_write_video,14960.43
sealfs_write_video,14960.34
sealfs_write_video,14960.29
sealfs_write_video,14960.24
sealfs_write_video,14960.06
sealfs_write_video,14959.96
sealfs_write_video,14959.92
sealfs_write_video,14959.74
sealfs_write_video,14959.34
sealfs_write_video,14959.19
sealfs_write_video,14958.88
sealfs_write_video,14958.79
sealfs_write_video,14958.66
sealfs_write_video,14958.36
sealfs_write_video,14958.36
sealfs_write_video,14958.28
sealfs_write_video,14958.11
sealfs_write_video,14957.69
sealfs_write_video,14957.65
sealfs_write_video,14957.64
sealfs_write_video,14957.58
sealfs_write_video,14957.06
sealfs_write_video,14957.01
sealfs_write_video,14956.99
sealfs_write_video,14956.8
sealfs_write_video,14955.96
sealfs_write_video,14955.92
sealfs_write_video,14955.88
sealfs_write_video,14955.84
sealfs_write_video,14955.84
sealfs_write_video,14955.8
sealfs_write_video,14955.7
sealfs_write_video,14955.63
sealfs_write_video,14955.58
sealfs_write_video,14955.53
sealfs_write_video,14955.48
sealfs_write_video,14955.37
sealfs_write_video,14954.96
sealfs_write_video,14954.91
sealfs_write_video,14954.13
sealfs_write_video,14953.65
sealfs_write_video,14953.56
sealfs_write_video,14953.43
sealfs_write_video,14953.36
sealfs_write_video,14953.27
sealfs_write_video,14953.21
sealfs_write_video,14953.14
sealfs_write_video,14952.56
sealfs_write_video,14952.15
sealfs_write_video,14951.82
sealfs_write_video,14951.82
sealfs_write_video,14951.2
sealfs_write_video,14951.13
sealfs_write_video,14950.65
sealfs_write_video,14950.53
sealfs_write_video,14950.51
sealfs_write_video,14950.45
sealfs_write_video,14950.14
sealfs_write_video,14950.1
sealfs_write_video,14950.09
sealfs_write_video,14949.98
sealfs_write_video,14949.95
sealfs_write_video,14949.85
sealfs_write_video,14949.65
sealfs_write_video,14949.42
sealfs_write_video,14949.23
sealfs_write_video,14948.91
sealfs_write_video,14947.93
sealfs_write_video,14947.92
sealfs_write_video,14947.8
sealfs_write_video,14947.77
sealfs_write_video,14947.6
sealfs_write_video,14947.5
sealfs_write_video,14947.49
sealfs_write_video,14947.28
sealfs_write_video,14947.22
sealfs_write_video,14947.03
sealfs_write_video,14946.86
sealfs_write_video,14946.85
sealfs_write_video,14946.5
sealfs_write_video,14946.21
sealfs_write_video,14946.15
sealfs_write_video,14945.85
sealfs_write_video,14945.75
sealfs_write_video,14945.71
sealfs_write_video,14945.54
sealfs_write_video,14945.42
sealfs_write_video,14945.05
sealfs_write_video,14944.9
sealfs_write_video,14944.83
sealfs_write_video,14944.53
sealfs_write_video,14944.46
sealfs_write_video,14944.35
sealfs_write_video,14944.31
sealfs_write_video,14944.04
sealfs_write_video,14943.67
sealfs_write_video,14943.58
sealfs_write_video,14943.57
sealfs_write_video,14943.46
sealfs_write_video,14943.4
sealfs_write_video,14943.11
sealfs_write_video,14942.81
sealfs_write_video,14942.46
sealfs_write_video,14942.39
sealfs_write_video,14942.32
sealfs_write_video,14942.29
sealfs_write_video,14942.28
sealfs_write_video,14942.17
sealfs_write_video,14941.89
sealfs_write_video,14941.81
sealfs_write_video,14941.79
sealfs_write_video,14941.73
sealfs_write_video,14941.28
sealfs_write_video,14941.21
sealfs_write_video,14940.57
sealfs_write_video,14940.56
sealfs_write_video,14939.79
sealfs_write_video,14939.49
sealfs_write_video,14939.02
sealfs_write_video,14938.31
sealfs_write_video,14938.28
sealfs_write_video,14938.26
sealfs_write_video,14937.85
sealfs_write_video,14937.61
sealfs_write_video,14937.09
sealfs_write_video,14936.97
sealfs_write_video,14936.9
sealfs_write_video,14936.62
sealfs_write_video,14936.52
sealfs_write_video,14936.44
sealfs_write_video,14936.23
sealfs_write_video,14935.83
sealfs_write_video,14935.82
sealfs_write_video,14935.45
sealfs_write_video,14935.36
sealfs_write_video,14935.33
sealfs_write_video,14934.96
sealfs_write_video,14934.77
sealfs_write_video,14934.76
sealfs_write_video,14934.47
sealfs_write_video,14934.38
sealfs_write_video,14934.23
sealfs_write_video,14933.85
sealfs_write_video,14933.12
sealfs_write_video,14932.7
sealfs_write_video,14932.69
sealfs_write_video,14932.39
sealfs_write_video,14932.24
sealfs_write_video,14932.21
sealfs_write_video,14932.06
sealfs_write_video,14931.83
sealfs_write_video,14931.6
sealfs_write_video,14931.46
sealfs_write_video,14931.08
sealfs_write_video,14930.9
sealfs_write_video,14930.49
sealfs_write_video,14930.4
sealfs_write_video,14930.4
sealfs_write_video,14930.19
sealfs_write_video,14930.08
sealfs_write_video,14929.51
sealfs_write_video,14929.49
sealfs_write_video,14929.44
sealfs_write_video,14929.43
sealfs_write_video,14929.17
sealfs_write_video,14929.05
sealfs_write_video,14929.04
sealfs_write_video,14928.86
sealfs_write_video,14928.79
sealfs_write_video,14928.54
sealfs_write_video,14928.51
sealfs_write_video,14928.36
sealfs_write_video,14928.28
sealfs_write_video,14927.96
sealfs_write_video,14927.09
sealfs_write_video,14927.05
sealfs_write_video,14926.82
sealfs_write_video,14926.75
sealfs_write_video,14926.4
sealfs_write_video,14925.55
sealfs_write_video,14925.3
sealfs_write_video,14925.23
sealfs_write_video,14924.97
sealfs_write_video,14924.88
sealfs_write_video,14924.59
sealfs_write_video,14924.54
sealfs_write_video,14924.46
sealfs_write_video,14924.32
sealfs_write_video,14924.13
sealfs_write_video,14924.05
sealfs_write_video,14923.89
sealfs_write_video,14923.87
sealfs_write_video,14923.7
sealfs_write_video,14923.61
sealfs_write_video,14923.6
sealfs_write_video,14923.53
sealfs_write_video,14923.24
sealfs_write_video,14923.02
sealfs_write_video,14922.76
sealfs_write_video,14922.68
sealfs_write_video,14922.55
sealfs_write_video,14922.21
sealfs_write_video,14921.17
sealfs_write_video,14921.13
sealfs_write_video,14920.65
sealfs_write_video,14920.59
sealfs_write_video,14920.35
sealfs_write_video,14919.65
sealfs_write_video,14919.15
sealfs_write_video,14918.87
sealfs_write_video,14918.79
sealfs_write_video,14918.57
sealfs_write_video,14918.54
sealfs_write_video,14918.21
sealfs_write_video,14917
sealfs_write_video,14916.77
sealfs_write_video,14916.23
sealfs_write_video,14916.12
sealfs_write_video,14916.02
sealfs_write_video,14915.9
sealfs_write_video,14915.84
sealfs_write_video,14915.37
sealfs_write_video,14915.1
sealfs_write_video,14914.73
sealfs_write_video,14913.97
sealfs_write_video,14913.95
sealfs_write_video,14913.81
sealfs_write_video,14913.12
sealfs_write_video,14912.01
sealfs_write_video,14911.98
sealfs_write_video,14911.83
sealfs_write_video,14911.63
sealfs_write_video,14911.52
sealfs_write_video,14911.45
sealfs_write_video,14911.27
sealfs_write_video,14911.15
sealfs_write_video,14910.99
sealfs_write_video,14910.98
sealfs_write_video,14910.82
sealfs_write_video,14910.8
sealfs_write_video,14910.57
sealfs_write_video,14910.28
sealfs_write_video,14910.28
sealfs_write_video,14910.17
sealfs_write_video,14910.01
sealfs_write_video,14909.8
sealfs_write_video,14909.71
sealfs_write_video,14909.2
sealfs_write_video,14908.58
sealfs_write_video,14908.56
sealfs_write_video,14908.34
sealfs_write_video,14908.01
sealfs_write_video,14907.79
sealfs_write_video,14905.99
sealfs_write_video,14905.61
sealfs_write_video,14905.24
sealfs_write_video,14905.2
sealfs_write_video,14905.09
sealfs_write_video,14904.23
sealfs_write_video,14903.73
sealfs_write_video,14903.69
sealfs_write_video,14903.52
sealfs_write_video,14903.49
sealfs_write_video,14903.3
sealfs_write_video,14902.99
sealfs_write_video,14902.06
sealfs_write_video,14901.88
sealfs_write_video,14901.71
sealfs_write_video,14901.68
sealfs_write_video,14901.25
sealfs_write_video,14901.2
sealfs_write_video,14900.69
sealfs_write_video,14900.65
sealfs_write_video,14900.47
sealfs_write_video,14899.96
sealfs_write_video,14899.89
sealfs_write_video,14898.75
sealfs_write_video,14898.71
sealfs_write_video,14898.21
sealfs_write_video,14897.98
sealfs_write_video,14897.59
sealfs_write_video,14897.57
sealfs_write_video,14897.41
sealfs_write_video,14897.23
sealfs_write_video,14896.98
sealfs_write_video,14896.9
sealfs_write_video,14896.81
sealfs_write_video,14896.73
sealfs_write_video,14896.09
sealfs_write_video,14895.75
sealfs_write_video,14895.49
sealfs_write_video,14895.43
sealfs_write_video,14894.7
sealfs_write_video,14894.61
sealfs_write_video,14894.55
sealfs_write_video,14893.4
sealfs_write_video,14893.33
sealfs_write_video,14893.33
sealfs_write_video,14893.2
sealfs_write_video,14892.72
sealfs_write_video,14892.45
sealfs_write_video,14892.34
sealfs_write_video,14891.83
sealfs_write_video,14891.54
sealfs_write_video,14891.3
sealfs_write_video,14891.15
sealfs_write_video,14890.23
sealfs_write_video,14889.98
sealfs_write_video,14889.71
sealfs_write_video,14889.64
sealfs_write_video,14888.98
sealfs_write_video,14888.98
sealfs_write_video,14888.47
sealfs_write_video,14887.77
sealfs_write_video,14887.23
sealfs_write_video,14887.15
sealfs_write_video,14887.05
sealfs_write_video,14886.96
sealfs_write_video,14886.93
sealfs_write_video,14886.61
sealfs_write_video,14886.6
sealfs_write_video,14886.37
sealfs_write_video,14886.2
sealfs_write_video,14885.23
sealfs_write_video,14885.17
sealfs_write_video,14885.02
sealfs_write_video,14884.9
sealfs_write_video,14884.43
sealfs_write_video,14884.02
sealfs_write_video,14882.59
sealfs_write_video,14882.46
sealfs_write_video,14882.46
sealfs_write_video,14881.97
sealfs_write_video,14880.62
sealfs_write_video,14880.44
sealfs_write_video,14879.42
sealfs_write_video,14878.67
sealfs_write_video,14878.29
sealfs_write_video,14878.03
sealfs_write_video,14877.03
sealfs_write_video,14876.69
sealfs_write_video,14876.66
sealfs_write_video,14876.44
sealfs_write_video,14876.14
sealfs_write_video,14875.88
sealfs_write_video,14875.87
sealfs_write_video,14875.71
sealfs_write_video,14875.48
sealfs_write_video,14875.35
sealfs_write_video,14874.82
sealfs_write_video,14874.43
sealfs_write_video,14873.83
sealfs_write_video,14873.51
sealfs_write_video,14873.46
sealfs_write_video,14873.41
sealfs_write_video,14873.37
sealfs_write_video,14872.86
sealfs_write_video,14871.76
sealfs_write_video,14871.33
sealfs_write_video,14871.03
sealfs_write_video,14870.61
sealfs_write_video,14870.09
sealfs_write_video,14869.56
sealfs_write_video,14869.46
sealfs_write_video,14869.25
sealfs_write_video,14868.95
sealfs_write_video,14866.94
sealfs_write_video,14866.43
sealfs_write_video,14866.41
sealfs_write_video,14865.5
sealfs_write_video,14865.25
sealfs_write_video,14863.99
sealfs_write_video,14863.17
sealfs_write_video,14863.12
sealfs_write_video,14862.76
sealfs_write_video,14862.49
sealfs_write_video,14862.46
sealfs_write_video,14861.96
sealfs_write_video,14861.37
sealfs_write_video,14860.45
sealfs_write_video,14860.07
sealfs_write_video,14858.31
sealfs_write_video,14858.05
sealfs_write_video,14857.53
sealfs_write_video,14857.22
sealfs_write_video,14857.17
sealfs_write_video,14856.84
sealfs_write_video,14856.57
sealfs_write_video,14856.5
sealfs_write_video,14856.26
sealfs_write_video,14855
sealfs_write_video,14854.77
sealfs_write_video,14853.95
sealfs_write_video,14853.63
sealfs_write_video,14853.5
sealfs_write_video,14853.5
sealfs_write_video,14853.2
sealfs_write_video,14853.08
sealfs_write_video,14852.93
sealfs_write_video,14851.7
sealfs_write_video,14849.47
sealfs_write_video,14849.45
sealfs_write_video,14849.38
sealfs_write_video,14848.54
sealfs_write_video,14847.94
sealfs_write_video,14847.26
sealfs_write_video,14847.23
sealfs_write_video,14845.63
sealfs_write_video,14845.27
sealfs_write_video,14843.97
sealfs_write_video,14843.83
sealfs_write_video,14842.8
sealfs_write_video,14838.29
sealfs_write_video,14836.02
sealfs_write_video,14834.46
sealfs_write_video,14833.86
sealfs_write_video,14830.02
sealfs_write_video,14828.63
sealfs_write_video,14827.99
sealfs_write_video,14823.55
sealfs_write_video,14823.44
sealfs_write_video,14818.06
sealfs_write_video,14816.66
sealfs_write_video,14805.38
sealfs_write_video,14804.08
sealfs_write_video,14794.13
sealfs_write_video,14786.2
sealfs_write_video,14783.01
sealfs_write_video,14777.13
sealfs_write_video,14777.07
sealfs_write_video,14740.14
sealfs_write_video,14734.99
sealfs_write_video,14730.43
sealfs_write_video,14725.79
sealfs_write_video,14680.86
sealfs_write_video,14635.5
sealfs_write_video,14626.37
sealfs_write_video,14603.02
ext4_write_video,6531.803
ext4_write_video,6341.205
ext4_write_video,6286.319
ext4_write_video,6268.004
ext4_write_video,6263.756
ext4_write_video,6255.18
ext4_write_video,6250.313
ext4_write_video,6243.967
ext4_write_video,6235.804
ext4_write_video,6227.295
ext4_write_video,6218.296
ext4_write_video,6213.651
ext4_write_video,6212.128
ext4_write_video,6197.959
ext4_write_video,6197.374
ext4_write_video,6195.416
ext4_write_video,6191.882
ext4_write_video,6185.699
ext4_write_video,6180.833
ext4_write_video,6180.506
ext4_write_video,6180.33
ext4_write_video,6178.977
ext4_write_video,6168.056
ext4_write_video,6160.386
ext4_write_video,6156.692
ext4_write_video,6126.782
ext4_write_video,6123.244
ext4_write_video,6113.84
ext4_write_video,6109.332
ext4_write_video,6103.368
ext4_write_video,6099.59
ext4_write_video,6081.756
ext4_write_video,6076.185
ext4_write_video,6037.977
ext4_write_video,4931.684
ext4_write_video,4875.396
ext4_write_video,4825.764
ext4_write_video,4693.02
ext4_write_video,3302.014
ext4_write_video,2488.693
ext4_write_video,2091.927
ext4_write_video,2031.843
ext4_write_video,1973.831
ext4_write_video,1875.869
ext4_write_video,1822.633
ext4_write_video,1799.649
ext4_write_video,1785.345
ext4_write_video,1775.618
ext4_write_video,1772.79
ext4_write_video,1770.663
ext4_write_video,1766.814
ext4_write_video,1761.454
ext4_write_video,1744.639
ext4_write_video,1740.178
ext4_write_video,1738.231
ext4_write_video,1737.593
ext4_write_video,1737.043
ext4_write_video,1734.209
ext4_write_video,1728.597
ext4_write_video,1728.328
ext4_write_video,1725.104
ext4_write_video,1723.566
ext4_write_video,1721.198
ext4_write_video,1720.576
ext4_write_video,1718.252
ext4_write_video,1717.58
ext4_write_video,1716.193
ext4_write_video,1716.16
ext4_write_video,1710.927
ext4_write_video,1710.854
ext4_write_video,1710.34
ext4_write_video,1710.178
ext4_write_video,1709.558
ext4_write_video,1707.069
ext4_write_video,1706.855
ext4_write_video,1703.506
ext4_write_video,1700.711
ext4_write_video,1700.573
ext4_write_video,1698.83
ext4_write_video,1697.89
ext4_write_video,1696.27
ext4_write_video,1695.282
ext4_write_video,1694.075
ext4_write_video,1692.744
ext4_write_video,1692.244
ext4_write_video,1691.783
ext4_write_video,1691.318
ext4_write_video,1691.156
ext4_write_video,1690.386
ext4_write_video,1690.226
ext4_write_video,1690.078
ext4_write_video,1689.725
ext4_write_video,1689.015
ext4_write_video,1688.577
ext4_write_video,1688.522
ext4_write_video,1687.218
ext4_write_video,1687.193
ext4_write_video,1687.033
ext4_write_video,1686.905
ext4_write_video,1684.558
ext4_write_video,1683.095
ext4_write_video,1682.195
ext4_write_video,1680.947
ext4_write_video,1680.429
ext4_write_video,1680.401
ext4_write_video,1678.038
ext4_write_video,1677.938
ext4_write_video,1677.148
ext4_write_video,1675.414
ext4_write_video,1674.653
ext4_write_video,1674.331
ext4_write_video,1674.229
ext4_write_video,1673.677
ext4_write_video,1673.582
ext4_write_video,1673.281
ext4_write_video,1672.113
ext4_write_video,1671.652
ext4_write_video,1671.543
ext4_write_video,1670.291
ext4_write_video,1669.878
ext4_write_video,1669.488
ext4_write_video,1668.524
ext4_write_video,1664.604
ext4_write_video,1662.201
ext4_write_video,1661.892
ext4_write_video,1661.746
ext4_write_video,1660.771
ext4_write_video,1656.699
ext4_write_video,1656.208
ext4_write_video,1655.903
ext4_write_video,1655.244
ext4_write_video,1655.17
ext4_write_video,1654.033
ext4_write_video,1653.592
ext4_write_video,1652.353
ext4_write_video,1650.55
ext4_write_video,1650.392
ext4_write_video,1649.934
ext4_write_video,1648.945
ext4_write_video,1647.985
ext4_write_video,1647.516
ext4_write_video,1647.328
ext4_write_video,1647.247
ext4_write_video,1642.134
ext4_write_video,1641.934
ext4_write_video,1641.343
ext4_write_video,1640.767
ext4_write_video,1640.213
ext4_write_video,1639.239
ext4_write_video,1638.958
ext4_write_video,1638.898
ext4_write_video,1638.142
ext4_write_video,1638.063
ext4_write_video,1636.838
ext4_write_video,1636.599
ext4_write_video,1636.478
ext4_write_video,1636.304
ext4_write_video,1635.566
ext4_write_video,1635.092
ext4_write_video,1634.527
ext4_write_video,1634.526
ext4_write_video,1632.764
ext4_write_video,1632.477
ext4_write_video,1628.833
ext4_write_video,1626.896
ext4_write_video,1626.675
ext4_write_video,1626.606
ext4_write_video,1626.172
ext4_write_video,1624.141
ext4_write_video,1624.027
ext4_write_video,1622.598
ext4_write_video,1621.845
ext4_write_video,1620.905
ext4_write_video,1617.215
ext4_write_video,1616.503
ext4_write_video,1616.29
ext4_write_video,1615.863
ext4_write_video,1615.309
ext4_write_video,1615.072
ext4_write_video,1614.906
ext4_write_video,1614.32
ext4_write_video,1613.066
ext4_write_video,1612.798
ext4_write_video,1612.382
ext4_write_video,1612.303
ext4_write_video,1611.948
ext4_write_video,1611.784
ext4_write_video,1610.83
ext4_write_video,1610.704
ext4_write_video,1610.417
ext4_write_video,1610.337
ext4_write_video,1610.168
ext4_write_video,1609.859
ext4_write_video,1608.087
ext4_write_video,1606.97
ext4_write_video,1606.724
ext4_write_video,1605.845
ext4_write_video,1604.279
ext4_write_video,1604.271
ext4_write_video,1602.392
ext4_write_video,1601.935
ext4_write_video,1601.626
ext4_write_video,1601.514
ext4_write_video,1599.944
ext4_write_video,1599.818
ext4_write_video,1599.357
ext4_write_video,1599.319
ext4_write_video,1599.107
ext4_write_video,1599.063
ext4_write_video,1598.396
ext4_write_video,1597.788
ext4_write_video,1597.579
ext4_write_video,1596.692
ext4_write_video,1596.111
ext4_write_video,1595.951
ext4_write_video,1595.674
ext4_write_video,1595.553
ext4_write_video,1595.375
ext4_write_video,1594.468
ext4_write_video,1594.258
ext4_write_video,1594.114
ext4_write_video,1593.776
ext4_write_video,1593.41
ext4_write_video,1592.662
ext4_write_video,1592.262
ext4_write_video,1591.738
ext4_write_video,1591.463
ext4_write_video,1590.686
ext4_write_video,1590.669
ext4_write_video,1590.489
ext4_write_video,1588.78
ext4_write_video,1588.696
ext4_write_video,1588.504
ext4_write_video,1588.086
ext4_write_video,1587.916
ext4_write_video,1587.473
ext4_write_video,1586.659
ext4_write_video,1586.539
ext4_write_video,1586.2
ext4_write_video,1586.196
ext4_write_video,1585.407
ext4_write_video,1584.883
ext4_write_video,1584.301
ext4_write_video,1584.247
ext4_write_video,1583.715
ext4_write_video,1582.871
ext4_write_video,1582.769
ext4_write_video,1582.596
ext4_write_video,1581.482
ext4_write_video,1581.383
ext4_write_video,1581.313
ext4_write_video,1581.034
ext4_write_video,1580.843
ext4_write_video,1579.991
ext4_write_video,1579.702
ext4_write_video,1579.407
ext4_write_video,1577.286
ext4_write_video,1577.019
ext4_write_video,1576.429
ext4_write_video,1576.335
ext4_write_video,1576.114
ext4_write_video,1576.036
ext4_write_video,1575.385
ext4_write_video,1574.807
ext4_write_video,1574.752
ext4_write_video,1574.73
ext4_write_video,1574.419
ext4_write_video,1573.512
ext4_write_video,1573.394
ext4_write_video,1572.958
ext4_write_video,1572.372
ext4_write_video,1572.114
ext4_write_video,1572.083
ext4_write_video,1571.976
ext4_write_video,1571.88
ext4_write_video,1571.708
ext4_write_video,1571.305
ext4_write_video,1570.994
ext4_write_video,1570.926
ext4_write_video,1570.786
ext4_write_video,1570.122
ext4_write_video,1569.256
ext4_write_video,1568.997
ext4_write_video,1568.941
ext4_write_video,1567.77
ext4_write_video,1567.725
ext4_write_video,1567.533
ext4_write_video,1567.498
ext4_write_video,1566.776
ext4_write_video,1566.274
ext4_write_video,1566.23
ext4_write_video,1565.371
ext4_write_video,1565.154
ext4_write_video,1564.278
ext4_write_video,1563.997
ext4_write_video,1563.745
ext4_write_video,1563.434
ext4_write_video,1563.176
ext4_write_video,1562.91
ext4_write_video,1562.386
ext4_write_video,1562.162
ext4_write_video,1561.839
ext4_write_video,1561.807
ext4_write_video,1561.551
ext4_write_video,1561.541
ext4_write_video,1561.343
ext4_write_video,1560.894
ext4_write_video,1560.672
ext4_write_video,1560.662
ext4_write_video,1560.259
ext4_write_video,1560.098
ext4_write_video,1560.087
ext4_write_video,1559.942
ext4_write_video,1559.88
ext4_write_video,1559.805
ext4_write_video,1559.758
ext4_write_video,1559.176
ext4_write_video,1558.904
ext4_write_video,1558.828
ext4_write_video,1558.375
ext4_write_video,1558.328
ext4_write_video,1558.243
ext4_write_video,1557.797
ext4_write_video,1557.749
ext4_write_video,1557.568
ext4_write_video,1557.221
ext4_write_video,1557.178
ext4_write_video,1556.883
ext4_write_video,1556.851
ext4_write_video,1556.593
ext4_write_video,1556.14
ext4_write_video,1555.914
ext4_write_video,1555.644
ext4_write_video,1555.623
ext4_write_video,1555.392
ext4_write_video,1555.385
ext4_write_video,1554.758
ext4_write_video,1553.507
ext4_write_video,1553.451
ext4_write_video,1553.047
ext4_write_video,1552.977
ext4_write_video,1552.407
